,Customer_ID,Recency,Frequency,Monetary
4247,4248,323,4,42.83
4248,4249,177,2,67.99000000000001
4249,4250,291,6,22.14
4250,4251,275,9,137.68
4251,4252,340,1,2.06
4252,4253,180,1,7.88
4253,4254,289,5,29.39
4254,4255,71,2,36.17
4255,4256,314,6,36.11
4256,4257,311,1,3.62
4257,4258,287,4,17.92
4258,4259,306,3,22.14
4259,4260,252,2,12.09
4260,4261,273,2,15.82
4261,4262,284,5,25.25
4262,4263,274,1,5.52
4263,4264,262,2,17.990000000000002
4264,4265,219,1,24.87
4265,4266,331,1,27.26
4266,4267,161,1,6.35
4267,4268,173,12,85.02
4268,4269,308,1,8.46
4269,4270,331,3,22.77
4270,4271,255,3,11.11
4271,4272,218,5,38.269999999999996
4272,4273,293,2,11.559999999999999
4273,4274,337,1,4.26
4274,4275,345,1,4.91
4275,4276,316,1,6.25
4276,4277,169,4,21.53
4277,4278,329,1,11.18
4278,4279,263,1,5.12
4279,4280,282,3,16.66
4280,4281,268,2,11.09
4281,4282,318,2,15.77
4282,4283,134,1,3.41
4283,4284,310,1,2.11
4284,4285,315,2,9.120000000000001
4285,4286,220,1,11.0
4286,4287,270,2,65.57
4287,4288,273,2,19.61
4288,4289,259,8,51.760000000000005
4289,4290,271,2,12.14
4290,4291,267,1,7.44
4291,4292,334,2,21.32
4292,4293,321,3,19.42
4293,4294,306,3,20.9
4294,4295,284,1,2.13
4295,4296,270,3,12.620000000000001
4296,4297,322,1,4.23
4297,4298,24,4,27.15
4298,4299,283,4,24.03
4299,4300,226,1,7.43
4300,4301,322,5,54.269999999999996
4301,4302,298,3,44.5
4302,4303,296,3,16.03
4303,4304,218,1,8.98
4304,4305,353,1,3.87
4305,4306,213,1,22.38
4306,4307,312,2,7.26
4307,4308,187,3,112.94000000000001
4308,4309,313,6,111.42
4309,4310,307,2,20.29
4310,4311,128,3,15.8
4311,4312,248,3,19.32
4312,4313,319,3,15.09
4313,4314,233,1,5.79
4314,4315,155,1,7.9
4315,4316,299,16,264.49
4316,4317,343,2,16.19
4317,4318,244,2,6.86
4318,4319,311,2,21.06
4319,4320,229,1,7.15
4320,4321,111,2,9.920000000000002
4321,4322,275,6,69.26
4322,4323,304,5,32.739999999999995
4323,4324,245,2,10.04
4324,4325,329,2,40.21
4325,4326,298,3,27.2
4326,4327,310,2,13.89
4327,4328,295,4,15.27
4328,4329,285,4,32.46
4329,4330,327,3,23.83
4330,4331,315,4,21.64
4331,4332,351,3,14.459999999999999
4332,4333,274,1,2.04
4333,4334,263,9,107.72999999999999
4334,4335,345,1,8.25
4335,4336,113,3,28.14
4336,4337,164,6,55.39
4337,4338,302,3,72.42
4338,4339,316,3,22.14
4339,4340,343,2,5.93
4340,4341,302,5,18.25
4341,4342,270,14,232.43
4342,4343,272,2,31.57
4343,4344,301,2,35.72
4344,4345,264,2,10.03
4345,4346,257,3,85.22
4346,4347,262,1,8.65
4347,4348,269,1,20.1
4348,4349,318,4,34.51
4349,4350,276,3,9.06
4350,4351,335,2,9.96
4351,4352,323,2,13.370000000000001
4352,4353,244,3,7.39
4353,4354,274,4,23.759999999999998
4354,4355,339,3,10.04
4355,4356,287,2,4.109999999999999
4356,4357,268,3,12.620000000000001
4357,4358,313,1,5.64
4358,4359,283,2,7.84
4359,4360,126,1,6.75
4360,4361,299,3,7.949999999999999
4361,4362,361,3,33.269999999999996
4362,4363,336,5,69.4
4363,4364,284,1,7.38
4364,4365,328,3,11.18
4365,4366,336,1,20.5
4366,4367,319,5,34.31
4367,4368,345,1,0.96
4368,4369,72,4,50.18
4369,4370,360,1,8.05
4370,4371,338,1,4.54
4371,4372,362,4,31.810000000000002
4372,4373,360,1,11.46
4373,4374,330,4,19.32
4374,4375,162,3,25.44
4375,4376,239,4,35.75
4376,4377,340,1,14.31
4377,4378,298,1,10.02
4378,4379,287,2,17.04
4379,4380,283,1,2.33
4380,4381,256,4,21.78
4381,4382,323,1,1.62
4382,4383,224,1,25.84
4383,4384,61,3,22.36
4384,4385,273,2,17.97
4385,4386,298,9,57.47
4386,4387,190,4,17.36
4387,4388,304,3,76.89
4388,4389,323,1,12.81
4389,4390,67,2,6.13
4390,4391,299,4,28.02
4391,4392,322,1,8.93
4392,4393,305,7,69.84
4393,4394,259,2,5.25
4394,4395,354,2,7.359999999999999
4395,4396,266,4,30.09
4396,4397,294,8,104.35
4397,4398,287,2,11.15
4398,4399,324,2,193.42
4399,4400,37,2,3.73
4400,4401,273,7,42.31
4401,4402,271,3,25.11
4402,4403,214,2,9.73
4403,4404,178,11,168.85
4404,4405,356,1,3.34
4405,4406,167,1,7.43
4406,4407,212,2,9.21
4407,4408,296,1,9.35
4408,4409,312,4,78.16
4409,4410,355,1,4.09
4410,4411,305,3,61.22
4411,4412,324,2,7.62
4412,4413,329,1,10.06
4413,4414,364,4,22.09
4414,4415,95,7,68.2
4415,4416,252,2,11.870000000000001
4416,4417,240,5,31.73
4417,4418,64,2,11.73
4418,4419,99,5,41.95
4419,4420,259,2,15.18
4420,4421,363,3,13.71
4421,4422,359,1,11.88
4422,4423,349,1,4.95
4423,4424,303,9,175.26
4424,4425,307,1,14.25
4425,4426,239,7,112.42
4426,4427,297,18,404.29
4427,4428,173,1,4.5
4428,4429,353,3,34.64
4429,4430,359,1,8.18
4430,4431,283,3,315.0
4431,4432,321,4,35.6
4432,4433,345,1,21.93
4433,4434,326,2,12.36
4434,4435,352,2,16.9
4435,4436,251,5,31.369999999999997
4436,4437,285,1,4.91
4437,4438,292,2,121.43
4438,4439,315,1,7.43
4439,4440,333,2,6.8100000000000005
4440,4441,322,2,13.280000000000001
4441,4442,354,1,3.22
4442,4443,5,1,10.48
4443,4444,230,3,14.59
4444,4445,305,1,8.37
4445,4446,307,3,23.259999999999998
4446,4447,304,3,19.65
4447,4448,353,2,16.82
4448,4449,238,2,7.26
4449,4450,276,20,155.03
4450,4451,270,1,2.06
4451,4452,217,2,26.17
4452,4453,271,7,78.82
4453,4454,223,3,24.869999999999997
4454,4455,157,12,120.72
4455,4456,8,6,38.8
4456,4457,266,4,26.27
4457,4458,306,7,40.25
4458,4459,360,4,44.14
4459,4460,282,1,8.5
4460,4461,303,5,36.44
4461,4462,283,1,9.35
4462,4463,311,3,38.87
4463,4464,331,2,14.67
4464,4465,321,1,5.43
4465,4466,321,18,184.67
4466,4467,270,2,30.58
4467,4468,239,1,6.0
4468,4469,308,2,5.25
4469,4470,273,4,42.21
4470,4471,257,3,11.68
4471,4472,343,2,12.129999999999999
4472,4473,134,3,39.67
4473,4474,9,1,37.91
4474,4475,303,1,4.57
4475,4476,236,2,14.84
4476,4477,309,2,20.61
4477,4478,169,6,36.65
4478,4479,151,3,20.86
4479,4480,288,16,239.24
4480,4481,274,12,106.72999999999999
4481,4482,310,1,8.25
4482,4483,234,1,10.81
4483,4484,353,2,13.149999999999999
4484,4485,240,2,8.75
4485,4486,303,2,40.769999999999996
4486,4487,227,4,38.61
4487,4488,345,3,17.23
4488,4489,323,1,2.17
4489,4490,127,2,18.01
4490,4491,146,3,15.06
4491,4492,328,2,5.93
4492,4493,238,6,53.230000000000004
4493,4494,306,2,31.64
4494,4495,147,6,41.089999999999996
4495,4496,37,6,36.53
4496,4497,256,14,273.33
4497,4498,141,2,15.0
4498,4499,140,1,12.32
4499,4500,349,1,11.69
4500,4501,302,2,17.03
4501,4502,214,6,37.09
4502,4503,118,1,6.75
4503,4504,322,2,12.93
4504,4505,309,1,11.19
4505,4506,291,13,233.69
4506,4507,253,1,9.48
4507,4508,305,2,10.24
4508,4509,31,1,0.55
4509,4510,270,3,12.55
4510,4511,327,3,15.21
4511,4512,289,6,40.45
4512,4513,119,3,61.46
4513,4514,116,1,1.38
4514,4515,238,3,14.600000000000001
4515,4516,220,1,4.26
4516,4517,256,3,41.29
4517,4518,318,3,169.17
4518,4519,33,8,35.910000000000004
4519,4520,231,3,15.01
4520,4521,178,3,10.81
4521,4522,129,1,4.37
4522,4523,232,12,91.94
4523,4524,278,3,27.29
4524,4525,180,6,28.77
4525,4526,323,1,10.25
4526,4527,60,3,17.35
4527,4528,346,3,26.79
4528,4529,263,1,3.96
4529,4530,364,1,4.91
4530,4531,349,1,5.73
4531,4532,327,2,20.5
4532,4533,299,1,4.02
4533,4534,46,3,24.44
4534,4535,99,2,18.11
4535,4536,35,2,47.01
4536,4537,225,7,38.629999999999995
4537,4538,277,4,135.78
4538,4539,310,2,12.65
4539,4540,300,7,71.17
4540,4541,336,2,10.36
4541,4542,121,8,678.04
4542,4543,322,2,9.540000000000001
4543,4544,286,1,22.25
4544,4545,250,18,190.81
4545,4546,299,1,5.28
4546,4547,298,4,45.3
4547,4548,300,5,11.6
4548,4549,95,2,11.52
4549,4550,319,3,23.41
4550,4551,182,11,72.71000000000001
4551,4552,338,2,10.25
4552,4553,255,5,25.689999999999998
4553,4554,334,2,17.46
4554,4555,250,1,1.77
4555,4556,316,1,4.91
4556,4557,232,3,15.52
4557,4558,268,8,70.61999999999999
4558,4559,12,1,2.11
4559,4560,231,1,16.12
4560,4561,173,1,11.43
4561,4562,233,3,16.71
4562,4563,329,2,10.43
4563,4564,323,1,1.62
4564,4565,318,3,19.94
4565,4566,19,4,36.2
4566,4567,324,3,35.620000000000005
4567,4568,80,1,13.44
4568,4569,327,2,4.68
4569,4570,312,2,97.54
4570,4571,233,3,19.64
4571,4572,327,11,154.85
4572,4573,323,1,11.18
4573,4574,348,3,10.64
4574,4575,251,2,7.49
4575,4576,330,5,60.03
4576,4577,285,25,342.99
4577,4578,338,1,8.93
4578,4579,334,1,7.43
4579,4580,211,1,7.23
4580,4581,238,12,72.17
4581,4582,331,1,6.54
4582,4583,274,1,1.77
4583,4584,309,3,44.63
4584,4585,252,3,6.140000000000001
4585,4586,283,4,36.12
4586,4587,270,20,459.76
4587,4588,310,1,2.66
4588,4589,309,6,40.43
4589,4590,178,3,21.9
4590,4591,349,4,17.22
4591,4592,228,2,67.97
4592,4593,275,2,10.5
4593,4594,338,1,7.23
4594,4595,331,4,26.439999999999998
4595,4596,338,1,6.13
4596,4597,312,1,4.19
4597,4598,265,6,47.17
4598,4599,255,1,4.38
4599,4600,317,3,14.59
4600,4601,233,2,6.4
4601,4602,99,1,17.37
4602,4603,302,2,23.36
4603,4604,263,32,279.7
4604,4605,356,1,9.0
4605,4606,274,6,74.86
4606,4607,156,1,17.66
4607,4608,323,1,20.19
4608,4609,327,2,14.05
4609,4610,331,1,6.75
4610,4611,317,5,52.81
4611,4612,303,3,26.25
4612,4613,272,5,19.29
4613,4614,352,1,8.88
4614,4615,288,5,52.61
4615,4616,276,2,10.06
4616,4617,148,1,13.5
4617,4618,285,1,8.04
4618,4619,247,2,7.63
4619,4620,289,4,34.85
4620,4621,309,7,32.65
4621,4622,338,1,8.18
4622,4623,136,13,109.7
4623,4624,274,3,17.16
4624,4625,275,1,6.6
4625,4626,310,3,24.77
4626,4627,299,1,6.75
4627,4628,317,6,36.43
4628,4629,261,17,336.94
4629,4630,276,1,5.79
4630,4631,311,2,26.85
4631,4632,207,9,87.19
4632,4633,233,1,2.11
4633,4634,109,1,2.17
4634,4635,346,1,2.11
4635,4636,268,1,6.81
4636,4637,148,4,21.75
4637,4638,260,10,46.43
4638,4639,159,4,51.239999999999995
4639,4640,322,2,18.4
4640,4641,254,2,44.4
4641,4642,231,3,34.980000000000004
4642,4643,131,43,395.07
4643,4644,80,3,19.15
4644,4645,317,5,59.69
4645,4646,245,1,21.0
4646,4647,157,5,68.14
4647,4648,348,1,6.07
4648,4649,270,12,155.64
4649,4650,239,1,11.93
4650,4651,333,2,16.59
4651,4652,233,1,113.4
4652,4653,264,1,12.4
4653,4654,224,3,52.22
4654,4655,293,1,9.06
4655,4656,328,3,37.86
4656,4657,346,2,13.37
4657,4658,309,1,4.57
4658,4659,151,7,69.53
4659,4660,354,5,73.16
4660,4661,361,1,6.42
4661,4662,248,11,82.64
4662,4663,242,5,49.629999999999995
4663,4664,283,6,30.9
4664,4665,105,1,26.68
4665,4666,177,2,13.52
4666,4667,294,5,61.03
4667,4668,290,9,136.52
4668,4669,204,3,26.43
4669,4670,364,2,9.11
4670,4671,322,5,22.82
4671,4672,173,9,180.51999999999998
4672,4673,262,7,117.81
4673,4674,296,1,7.57
4674,4675,342,1,4.94
4675,4676,144,1,15.64
4676,4677,296,4,39.09
4677,4678,297,10,224.2
4678,4679,236,4,27.729999999999997
4679,4680,345,1,2.13
4680,4681,298,1,9.48
4681,4682,44,5,27.5
4682,4683,207,2,10.47
4683,4684,232,7,126.77999999999999
4684,4685,193,2,32.64
4685,4686,153,1,1.29
4686,4687,256,8,56.54
4687,4688,256,1,11.13
4688,4689,261,4,180.37
4689,4690,274,4,22.92
4690,4691,282,3,44.67
4691,4692,297,3,24.81
4692,4693,253,9,37.54
4693,4694,304,2,51.67
4694,4695,14,4,27.669999999999998
4695,4696,291,1,4.4
4696,4697,194,1,5.25
4697,4698,330,1,5.18
4698,4699,337,2,8.99
4699,4700,230,4,241.42000000000002
4700,4701,116,16,135.74
4701,4702,277,1,24.49
4702,4703,321,6,43.39
4703,4704,137,1,6.75
4704,4705,274,1,8.25
4705,4706,179,7,66.52
4706,4707,316,11,140.58
4707,4708,194,1,4.94
4708,4709,358,1,43.3
4709,4710,345,2,13.84
4710,4711,271,8,68.52
4711,4712,312,2,61.309999999999995
4712,4713,309,1,5.12
4713,4714,338,2,9.559999999999999
4714,4715,253,3,25.07
4715,4716,343,1,59.4
4716,4717,315,2,11.83
4717,4718,264,1,3.96
4718,4719,310,3,131.42
4719,4720,303,8,99.23
4720,4721,270,1,4.57
4721,4722,197,3,28.659999999999997
4722,4723,281,1,12.27
4723,4724,353,1,6.54
4724,4725,243,2,24.8
4725,4726,340,1,31.77
4726,4727,305,3,22.16
4727,4728,294,1,4.94
4728,4729,271,5,35.589999999999996
4729,4730,241,3,23.650000000000002
4730,4731,77,7,94.39
4731,4732,67,2,13.42
4732,4733,204,19,222.55
4733,4734,291,2,8.49
4734,4735,318,1,10.79
4735,4736,264,6,52.18
4736,4737,319,3,72.36
4737,4738,282,1,3.88
4738,4739,350,1,8.88
4739,4740,298,2,32.93
4740,4741,123,1,9.9
4741,4742,284,3,16.62
4742,4743,355,2,16.560000000000002
4743,4744,361,3,21.130000000000003
4744,4745,299,1,4.94
4745,4746,311,3,29.96
4746,4747,351,2,5.6899999999999995
4747,4748,317,2,7.540000000000001
4748,4749,353,1,6.21
4749,4750,288,2,34.56
4750,4751,210,6,37.99
4751,4752,314,1,8.46
4752,4753,56,1,44.92
4753,4754,296,1,13.02
4754,4755,249,2,12.26
4755,4756,319,4,18.4
4756,4757,317,2,13.05
4757,4758,250,1,2.19
4758,4759,265,1,22.91
4759,4760,185,2,42.589999999999996
4760,4761,223,1,5.18
4761,4762,277,7,49.67
4762,4763,331,2,13.370000000000001
4763,4764,136,7,42.76
4764,4765,342,1,5.25
4765,4766,260,6,29.759999999999998
4766,4767,270,4,23.92
4767,4768,322,2,11.46
4768,4769,194,4,35.03
4769,4770,300,6,44.37
4770,4771,269,2,14.42
4771,4772,213,4,91.02000000000001
4772,4773,356,1,17.07
4773,4774,344,1,14.0
4774,4775,289,4,25.28
4775,4776,364,1,5.38
4776,4777,256,2,18.28
4777,4778,216,1,8.87
4778,4779,91,7,32.63
4779,4780,318,2,11.809999999999999
4780,4781,351,5,70.38
4781,4782,329,3,24.439999999999998
4782,4783,364,2,17.799999999999997
4783,4784,325,9,98.94999999999999
4784,4785,245,1,4.38
4785,4786,254,7,30.700000000000003
4786,4787,347,1,6.99
4787,4788,275,1,4.3
4788,4789,294,13,270.39
4789,4790,259,3,14.6
4790,4791,271,3,10.719999999999999
4791,4792,306,1,9.93
4792,4793,240,8,44.71
4793,4794,250,4,21.66
4794,4795,181,1,7.43
4795,4796,322,2,8.75
4796,4797,319,2,12.219999999999999
4797,4798,318,6,97.97
4798,4799,293,10,109.97
4799,4800,351,4,66.36
4800,4801,106,1,11.56
4801,4802,263,18,282.45
4802,4803,364,2,11.940000000000001
4803,4804,170,1,5.62
4804,4805,320,6,36.82
4805,4806,358,1,9.42
4806,4807,304,2,26.85
4807,4808,303,3,59.91
4808,4809,319,1,4.44
4809,4810,149,1,3.48
4810,4811,317,4,30.660000000000004
4811,4812,185,4,39.010000000000005
4812,4813,269,7,59.64
4813,4814,350,3,12.0
4814,4815,312,9,123.81
4815,4816,255,1,4.83
4816,4817,364,1,20.75
4817,4818,173,3,16.95
4818,4819,283,5,44.93
4819,4820,269,2,20.52
4820,4821,172,1,6.75
4821,4822,334,1,6.0
4822,4823,326,1,4.88
4823,4824,306,1,17.46
4824,4825,337,2,20.62
4825,4826,253,1,36.41
4826,4827,282,6,40.980000000000004
4827,4828,351,1,8.62
4828,4829,303,4,74.63
4829,4830,178,1,17.01
4830,4831,9,2,6.539999999999999
4831,4832,295,3,22.97
4832,4833,291,1,1.75
4833,4834,289,10,186.03
4834,4835,317,1,3.93
4835,4836,214,2,17.310000000000002
4836,4837,171,2,25.71
4837,4838,359,1,11.18
4838,4839,364,2,10.09
4839,4840,194,11,102.4
4840,4841,305,2,35.11
4841,4842,333,8,89.9
4842,4843,151,1,10.83
4843,4844,283,2,29.52
4844,4845,171,9,107.52000000000001
4845,4846,244,3,10.5
4846,4847,228,4,39.44
4847,4848,258,1,5.25
4848,4849,133,8,88.72
4849,4850,126,1,11.87
4850,4851,69,1,23.92
4851,4852,342,2,15.239999999999998
4852,4853,360,2,16.21
4853,4854,321,1,6.81
4854,4855,303,1,11.6
4855,4856,256,7,32.46
4856,4857,350,1,5.62
4857,4858,241,5,28.810000000000002
4858,4859,70,2,19.05
4859,4860,268,4,22.589999999999996
4860,4861,250,2,13.78
4861,4862,124,4,25.37
4862,4863,297,3,18.33
4863,4864,322,7,56.54
4864,4865,174,3,16.98
4865,4866,351,1,7.02
4866,4867,236,1,10.86
4867,4868,331,1,6.75
4868,4869,164,3,19.13
4869,4870,66,1,7.0
4870,4871,349,1,2.11
4871,4872,145,1,3.88
4872,4873,274,1,18.25
4873,4874,303,1,4.91
4874,4875,83,4,24.01
4875,4876,342,2,6.78
4876,4877,322,7,45.02
4877,4878,318,7,39.75
4878,4879,249,3,15.98
4879,4880,135,1,7.23
4880,4881,298,17,105.4
4881,4882,280,5,31.14
4882,4883,267,3,17.71
4883,4884,321,2,8.55
4884,4885,149,2,37.410000000000004
4885,4886,313,6,39.79
4886,4887,305,24,330.53
4887,4888,305,4,40.13
4888,4889,110,22,108.6
4889,4890,170,2,32.85
4890,4891,211,2,22.59
4891,4892,211,1,7.77
4892,4893,289,1,2.13
4893,4894,277,1,11.91
4894,4895,347,2,16.23
4895,4896,95,1,2.13
4896,4897,275,12,328.9
4897,4898,337,1,8.18
4898,4899,255,1,8.38
4899,4900,283,1,4.38
4900,4901,230,10,56.709999999999994
4901,4902,304,14,133.23
4902,4903,288,10,46.019999999999996
4903,4904,357,3,29.39
4904,4905,309,12,103.07000000000001
4905,4906,291,9,55.01
4906,4907,243,6,49.61
4907,4908,217,12,113.37
4908,4909,256,20,185.35
4909,4910,343,5,58.54
4910,4911,301,3,13.99
4911,4912,82,1,6.18
4912,4913,359,1,9.4
4913,4914,350,3,17.21
4914,4915,269,3,51.65
4915,4916,220,1,5.19
4916,4917,287,1,4.02
4917,4918,345,2,6.19
4918,4919,46,43,314.93
4919,4920,311,5,24.86
4920,4921,364,1,3.75
4921,4922,310,7,79.72
4922,4923,352,5,13.88
4923,4924,167,1,6.93
4924,4925,309,13,132.20999999999998
4925,4926,273,11,160.28
4926,4927,256,1,4.16
4927,4928,40,3,18.49
4928,4929,218,2,11.3
4929,4930,318,1,9.87
4930,4931,356,1,4.57
4931,4932,145,6,104.35
4932,4933,301,1,6.07
4933,4934,328,2,23.560000000000002
4934,4935,277,1,14.25
4935,4936,186,1,3.42
4936,4937,318,1,3.82
4937,4938,358,2,8.83
4938,4939,301,1,1.42
4939,4940,300,1,6.75
4940,4941,311,1,5.38
4941,4942,233,6,51.15
4942,4943,348,1,13.5
4943,4944,235,1,9.81
4944,4945,244,1,2.06
4945,4946,316,2,10.98
4946,4947,288,2,16.5
4947,4948,300,13,193.42000000000002
4948,4949,299,3,16.21
4949,4950,293,2,13.68
4950,4951,338,1,9.06
4951,4952,344,2,7.22
4952,4953,85,5,39.51
4953,4954,245,8,154.58
4954,4955,299,2,11.11
4955,4956,298,9,72.76
4956,4957,315,4,14.39
4957,4958,100,2,12.7
4958,4959,274,7,74.71
4959,4960,313,3,14.370000000000001
4960,4961,261,11,304.99
4961,4962,182,1,4.3
4962,4963,261,2,15.91
4963,4964,301,1,19.02
4964,4965,120,2,5.779999999999999
4965,4966,128,1,10.0
4966,4967,113,4,74.3
4967,4968,330,1,194.43
4968,4969,353,1,6.75
4969,4970,296,1,3.41
4970,4971,324,7,35.39
4971,4972,134,1,18.69
4972,4973,315,1,2.04
4973,4974,309,2,23.56
4974,4975,259,4,19.18
4975,4976,252,2,234.61
4976,4977,294,1,10.15
4977,4978,323,3,16.5
4978,4979,169,1,13.58
4979,4980,289,9,50.26
4980,4981,340,4,18.27
4981,4982,94,1,8.38
4982,4983,123,2,83.32
4983,4984,258,1,22.38
4984,4985,326,2,12.43
4985,4986,211,1,17.23
4986,4987,330,1,8.43
4987,4988,290,7,167.98
4988,4989,324,3,26.19
4989,4990,77,8,78.96000000000001
4990,4991,329,2,38.66
4991,4992,287,8,104.74000000000001
4992,4993,271,2,11.879999999999999
4993,4994,236,12,102.76
4994,4995,236,13,210.92
4995,4996,140,1,3.68
4996,4997,193,1,27.49
4997,4998,135,9,106.62
4998,4999,331,8,94.65
4999,5000,288,1,22.88
5000,5001,14,1,6.81
5001,5002,294,3,239.08999999999997
5002,5003,296,1,6.93
5003,5004,164,5,131.59
5004,5005,321,1,6.62
5005,5006,301,1,3.34
5006,5007,317,1,6.0
5007,5008,266,4,21.03
5008,5009,314,2,9.309999999999999
5009,5010,364,1,10.77
5010,5011,277,3,17.19
5011,5012,361,2,8.17
5012,5013,331,4,56.099999999999994
5013,5014,330,1,11.32
5014,5015,305,2,13.5
5015,5016,327,5,40.129999999999995
5016,5017,325,3,54.61
5017,5018,312,1,7.77
5018,5019,231,3,39.75
5019,5020,360,1,6.75
5020,5021,152,7,61.120000000000005
5021,5022,207,4,83.51
5022,5023,220,1,5.52
5023,5024,350,4,26.48
5024,5025,73,2,21.9
5025,5026,336,8,46.5
5026,5027,273,1,19.73
5027,5028,276,4,32.97
5028,5029,302,6,37.760000000000005
5029,5030,309,1,8.12
5030,5031,238,1,8.87
5031,5032,254,3,41.33
5032,5033,357,1,6.0
5033,5034,283,12,186.37
5034,5035,350,1,20.49
5035,5036,342,2,18.130000000000003
5036,5037,146,4,39.849999999999994
5037,5038,332,13,636.36
5038,5039,154,1,8.32
5039,5040,284,2,9.21
5040,5041,260,4,24.77
5041,5042,174,1,34.77
5042,5043,295,9,84.82
5043,5044,94,4,34.11
5044,5045,268,4,22.32
5045,5046,240,2,7.67
5046,5047,332,3,13.45
5047,5048,184,2,12.74
5048,5049,308,2,25.439999999999998
5049,5050,334,5,36.870000000000005
5050,5051,303,3,16.98
5051,5052,339,7,37.69
5052,5053,321,1,6.75
5053,5054,262,9,76.49
5054,5055,170,7,40.45
5055,5056,253,1,8.56
5056,5057,159,16,207.25
5057,5058,337,5,50.36
5058,5059,283,12,192.92000000000002
5059,5060,256,6,152.26
5060,5061,348,6,79.05
5061,5062,303,1,2.4
5062,5063,290,1,3.76
5063,5064,309,5,110.99
5064,5065,103,1,54.48
5065,5066,89,2,48.35
5066,5067,322,5,32.55
5067,5068,310,11,157.05
5068,5069,318,4,30.79
5069,5070,267,1,18.06
5070,5071,283,28,221.31
5071,5072,220,3,48.68
5072,5073,319,6,28.049999999999997
5073,5074,324,1,27.08
5074,5075,207,5,29.450000000000003
5075,5076,335,1,7.23
5076,5077,353,1,33.12
5077,5078,243,1,5.52
5078,5079,359,1,18.32
5079,5080,363,1,7.43
5080,5081,289,2,14.2
5081,5082,103,4,42.57
5082,5083,295,14,194.13
5083,5084,220,3,15.61
5084,5085,291,1,5.18
5085,5086,302,1,14.34
5086,5087,259,1,2.43
5087,5088,282,1,6.0
5088,5089,287,1,27.12
5089,5090,317,20,263.62
5090,5091,283,7,80.24000000000001
5091,5092,332,1,1.36
5092,5093,274,4,23.33
5093,5094,360,1,6.75
5094,5095,150,1,5.18
5095,5096,81,1,5.73
5096,5097,323,11,80.60000000000001
5097,5098,252,5,40.08
5098,5099,273,2,21.939999999999998
5099,5100,309,4,60.79
5100,5101,274,1,10.0
5101,5102,271,5,51.18000000000001
5102,5103,298,5,75.33
5103,5104,242,27,324.43
5104,5105,321,2,34.11
5105,5106,297,3,13.870000000000001
5106,5107,288,1,5.52
5107,5108,261,1,3.12
5108,5109,280,7,72.82000000000001
5109,5110,85,1,10.62
5110,5111,347,1,5.0
5111,5112,324,2,14.25
5112,5113,143,1,8.69
5113,5114,245,1,9.4
5114,5115,346,2,9.920000000000002
5115,5116,137,3,8.86
5116,5117,246,2,59.68000000000001
5117,5118,281,4,35.5
5118,5119,313,8,185.07999999999998
5119,5120,283,3,28.880000000000003
5120,5121,100,1,3.42
5121,5122,264,11,75.29
5122,5123,259,7,43.54
5123,5124,312,18,337.48
5124,5125,301,4,27.9
5125,5126,85,4,12.379999999999999
5126,5127,208,14,147.06
5127,5128,307,2,12.52
5128,5129,116,1,7.15
5129,5130,276,1,3.75
5130,5131,293,1,7.02
5131,5132,152,2,7.74
5132,5133,259,1,18.25
5133,5134,277,2,15.14
5134,5135,323,1,7.63
5135,5136,122,3,22.310000000000002
5136,5137,327,7,86.14
5137,5138,270,1,2.86
5138,5139,296,4,25.3
5139,5140,94,2,5.9399999999999995
5140,5141,323,2,31.95
5141,5142,282,4,25.71
5142,5143,260,1,11.69
5143,5144,317,2,27.3
5144,5145,171,1,19.68
5145,5146,93,3,88.07
5146,5147,315,6,46.13
5147,5148,310,1,6.06
5148,5149,290,5,33.42
5149,5150,277,8,72.23
5150,5151,337,1,36.08
5151,5152,265,2,4.71
5152,5153,315,2,13.629999999999999
5153,5154,265,2,31.35
5154,5155,290,5,85.98
5155,5156,163,1,5.79
5156,5157,318,1,5.59
5157,5158,293,2,17.65
5158,5159,284,23,656.49
5159,5160,291,2,112.32
5160,5161,269,3,37.1
5161,5162,277,1,28.92
5162,5163,261,3,24.35
5163,5164,298,11,72.16
5164,5165,287,10,179.41000000000003
5165,5166,348,1,13.44
5166,5167,288,2,101.6
5167,5168,264,4,75.59
5168,5169,263,10,102.07
5169,5170,225,2,8.76
5170,5171,285,2,11.760000000000002
5171,5172,249,3,12.0
5172,5173,301,1,9.93
5173,5174,284,1,11.18
5174,5175,311,6,50.01
5175,5176,335,1,7.1
5176,5177,330,4,8.48
5177,5178,290,1,5.12
5178,5179,330,7,36.13
5179,5180,298,13,240.01999999999998
5180,5181,110,1,5.25
5181,5182,345,4,17.8
5182,5183,359,1,2.11
5183,5184,291,3,22.619999999999997
5184,5185,292,7,98.75999999999999
5185,5186,285,1,21.93
5186,5187,302,2,10.78
5187,5188,167,1,4.57
5188,5189,151,1,8.13
5189,5190,348,1,9.35
5190,5191,286,6,20.56
5191,5192,356,1,3.41
5192,5193,207,3,22.42
5193,5194,346,1,3.62
5194,5195,354,1,43.3
5195,5196,213,3,29.77
5196,5197,322,3,22.240000000000002
5197,5198,361,1,4.23
5198,5199,115,1,10.12
5199,5200,285,1,2.13
5200,5201,37,2,12.32
5201,5202,352,1,10.1
5202,5203,207,2,34.62
5203,5204,364,2,12.75
5204,5205,310,1,16.3
5205,5206,187,1,7.15
5206,5207,312,6,59.72
5207,5208,349,4,15.559999999999999
