userid	timestamp	action	value	testids
user_10152	1693261882	cart	44100.0	13535;23345;23464;25661;32413
user_10152	1693261892	category	0	13535;23345;23464;25661;32413
user_10152	1693261922	category	0	13535;23345;23464;25661;32413
user_10152	1693261962	mainpage	0	13535;23345;23464;25661;32413
user_10152	1693261975	search	0	13535;23345;23464;25661;32413
user_10152	1693262006	category	0	13535;23345;23464;25661;32413
user_10152	1693262040	search	0	13535;23345;23464;25661;32413
user_10152	1693348446	category	0	13535;23345;23464;25661;32413
user_10152	1693348466	search	0	13535;23345;23464;25661;32413
user_10152	1693348476	product	0	13535;23345;23464;25661;32413
user_10152	1693348488	search	0	13535;23345;23464;25661;32413
user_10152	1693348492	category	0	13535;23345;23464;25661;32413
user_10152	1693348496	product	0	13535;23345;23464;25661;32413
user_10152	1693348506	product	0	13535;23345;23464;25661;32413
user_10152	1693348554	product	0	13535;23345;23464;25661;32413
user_10152	1693607757	product	0	13535;23345;23464;25661
user_10152	1693607782	cart	17900.0	13535;23345;23464;25661
user_10152	1693607790	mainpage	0	13535;23345;23464;25661
user_10152	1693607832	search	0	13535;23345;23464;25661
user_10152	1693607839	product	0	13535;23345;23464;25661
user_10152	1693607843	product	0	13535;23345;23464;25661
user_10152	1693607854	search	0	13535;23345;23464;25661
user_10152	1693607884	category	0	13535;23345;23464;25661
user_10152	1693607889	cart	32400.0	13535;23345;23464;25661
user_10152	1693694315	product	0	13535;23345;23464;25661
user_10152	1693694326	search	0	13535;23345;23464;25661
user_10152	1693694381	search	0	13535;23345;23464;25661
user_10152	1693694409	product	0	13535;23345;23464;25661
user_10152	1693694430	product	0	13535;23345;23464;25661
user_10152	1693694463	search	0	13535;23345;23464;25661
user_10152	1693694487	product	0	13535;23345;23464;25661
user_10152	1693694503	product	0	13535;23345;23464;25661
user_10153	1690883432	product	0	13535;23346;23463;25662
user_10153	1690883448	cart	16000.0	13535;23346;23463;25662
user_10153	1690883452	checkout	16000.0	13535;23346;23463;25662
user_10153	1690969861	search	0	13535;23346;23463;25662
user_10153	1690969879	product	0	13535;23346;23463;25662
user_10153	1690969897	product	0	13535;23346;23463;25662
user_10153	1690969941	cart	42600.0	13535;23346;23463;25662
user_10153	1690969953	checkout	42600.0	13535;23346;23463;25662
user_10153	1690969954	confirmation	42600.0	13535;23346;23463;25662
user_10153	1691056377	category	0	13535;23346;23463;25662
user_10153	1691056393	search	0	13535;23346;23463;25662
user_10153	1691056402	product	0	13535;23346;23463;25662
user_10153	1691056422	cart	30200.0	13535;23346;23463;25662
user_10153	1691229240	category	0	13535;23346;23463;25662
user_10153	1691229252	product	0	13535;23346;23463;25662
user_10153	1691229261	cart	38800.0	13535;23346;23463;25662
user_10153	1691229277	product	0	13535;23346;23463;25662
user_10153	1691229279	search	0	13535;23346;23463;25662
user_10153	1691229303	mainpage	0	13535;23346;23463;25662
user_10153	1691229309	category	0	13535;23346;23463;25662
user_10153	1691229342	cart	12400.0	13535;23346;23463;25662
user_10153	1691229344	search	0	13535;23346;23463;25662
user_10153	1691574962	category	0	13535;23346;23463;25662
user_10153	1691574967	cart	9480.0	13535;23346;23463;25662
user_10153	1691574968	category	0	13535;23346;23463;25662
user_10153	1691574975	product	0	13535;23346;23463;25662
user_10153	1691574990	cart	3870.0	13535;23346;23463;25662
user_10153	1691747813	category	0	13535;23346;23463;25662
user_10153	1691747828	search	0	13535;23346;23463;25662
user_10153	1691920632	search	0	13535;23346;23463;25662
user_10153	1691920634	search	0	13535;23346;23463;25662
user_10153	1691920671	mainpage	0	13535;23346;23463;25662
user_10153	1691920678	search	0	13535;23346;23463;25662
user_10153	1691920695	product	0	13535;23346;23463;25662
user_10153	1691920709	search	0	13535;23346;23463;25662
user_10153	1691920712	product	0	13535;23346;23463;25662
user_10153	1691920713	product	0	13535;23346;23463;25662
user_10153	1691920717	category	0	13535;23346;23463;25662
user_10153	1691920726	cart	3000.0	13535;23346;23463;25662
user_10153	1692007134	search	0	13535;23346;23463;25662
user_10153	1692007143	product	0	13535;23346;23463;25662
user_10153	1692007160	cart	15500.0	13535;23346;23463;25662
user_10153	1692007170	product	0	13535;23346;23463;25662
user_10153	1692007173	cart	21500.0	13535;23346;23463;25662
user_10153	1692007179	mainpage	0	13535;23346;23463;25662
user_10153	1692007180	product	0	13535;23346;23463;25662
user_10153	1692007191	cart	8560.0	13535;23346;23463;25662
user_10153	1692179995	search	0	13535;23346;23463;25662
user_10153	1692180006	product	0	13535;23346;23463;25662
user_10153	1692180012	search	0	13535;23346;23463;25662
user_10153	1692266421	mainpage	0	13535;23346;23463;25662
user_10153	1692266434	product	0	13535;23346;23463;25662
user_10153	1692266440	cart	12900.0	13535;23346;23463;25662
user_10153	1692266457	category	0	13535;23346;23463;25662
user_10153	1692266461	mainpage	0	13535;23346;23463;25662
user_10153	1692266484	product	0	13535;23346;23463;25662
user_10153	1692266510	product	0	13535;23346;23463;25662
user_10153	1692266517	search	0	13535;23346;23463;25662
user_10153	1692266529	mainpage	0	13535;23346;23463;25662
user_10153	1692266594	category	0	13535;23346;23463;25662
user_10153	1692266610	search	0	13535;23346;23463;25662
user_10153	1692525824	product	0	13535;23346;23463;25662
user_10153	1692525844	category	0	13535;23346;23463;25662
user_10153	1692698647	search	0	13535;23346;23463;25662
user_10153	1692698664	product	0	13535;23346;23463;25662
user_10153	1692698675	search	0	13535;23346;23463;25662
user_10153	1692698682	search	0	13535;23346;23463;25662
user_10153	1693130682	search	0	13535;23346;23463;25662
user_10153	1693130687	category	0	13535;23346;23463;25662
user_10153	1693130754	cart	26900.0	13535;23346;23463;25662
user_10153	1693303568	search	0	13535;23346;23463;25662
user_10153	1693476377	search	0	13535;23346;23463;25662
user_10153	1693476397	mainpage	0	13535;23346;23463;25662
user_10153	1693476406	category	0	13535;23346;23463;25662
user_10153	1693476425	mainpage	0	13535;23346;23463;25662
user_10154	1690578128	product	0	13535;23345;23464;25662
user_10154	1690578130	search	0	13535;23345;23464;25662
user_10154	1690578136	product	0	13535;23345;23464;25662
user_10154	1690578162	product	0	13535;23345;23464;25662
user_10154	1690578185	search	0	13535;23345;23464;25662
user_10154	1690750994	product	0	13535;23345;23464;25662
user_10154	1690750997	product	0	13535;23345;23464;25662
user_10154	1690751010	cart	19100.0	13535;23345;23464;25662
user_10154	1690751039	product	0	13535;23345;23464;25662
user_10154	1690751041	product	0	13535;23345;23464;25662
user_10154	1690751052	cart	10600.0	13535;23345;23464;25662
user_10154	1690751058	category	0	13535;23345;23464;25662
user_10154	1690751073	product	0	13535;23345;23464;25662
user_10154	1690751078	mainpage	0	13535;23345;23464;25662
user_10154	1690751153	product	0	13535;23345;23464;25662
user_10154	1690751163	cart	14800.0	13535;23345;23464;25662
user_10154	1690751177	checkout	44500.0	13535;23345;23464;25662
user_10154	1691010378	search	0	13535;23345;23464;25662
user_10154	1691010390	category	0	13535;23345;23464;25662
user_10154	1691010400	cart	22300.0	13535;23345;23464;25662
user_10154	1691010400	checkout	22300.0	13535;23345;23464;25662
user_10154	1691010428	product	0	13535;23345;23464;25662
user_10154	1691010430	product	0	13535;23345;23464;25662
user_10154	1691010434	search	0	13535;23345;23464;25662
user_10154	1691183246	search	0	13535;23345;23464;25662
user_10154	1691269672	search	0	13535;23345;23464;25662
user_10154	1691269680	category	0	13535;23345;23464;25662
user_10154	1691269686	search	0	13535;23345;23464;25662
user_10154	1691615295	search	0	13535;23345;23464;25662
user_10154	1691701731	search	0	13535;23345;23464;25662
user_10154	1691960942	search	0	13535;23345;23464;25662
user_10154	1691960951	category	0	13535;23345;23464;25662
user_10154	1691960955	product	0	13535;23345;23464;25662
user_10154	1691960959	search	0	13535;23345;23464;25662
user_10154	1691960968	category	0	13535;23345;23464;25662
user_10154	1691960985	product	0	13535;23345;23464;25662
user_10154	1691960993	category	0	13535;23345;23464;25662
user_10154	1691961010	product	0	13535;23345;23464;25662
user_10154	1691961024	search	0	13535;23345;23464;25662
user_10154	1691961025	product	0	13535;23345;23464;25662
user_10154	1692306631	mainpage	0	13535;23345;23464;25662
user_10154	1692306674	search	0	13535;23345;23464;25662
user_10154	1692565881	category	0	13535;23345;23464;25662
user_10154	1692565898	cart	18200.0	13535;23345;23464;25662
user_10154	1692565913	category	0	13535;23345;23464;25662
user_10154	1692565920	search	0	13535;23345;23464;25662
user_10154	1692911527	product	0	13535;23345;23464;25662
user_10154	1692911530	mainpage	0	13535;23345;23464;25662
user_10154	1692911553	product	0	13535;23345;23464;25662
user_10154	1692911554	cart	4360.0	13535;23345;23464;25662
user_10154	1692911559	checkout	4360.0	13535;23345;23464;25662
user_10154	1692911598	confirmation	4360.0	13535;23345;23464;25662
user_10154	1692911605	category	0	13535;23345;23464;25662
user_10154	1692911625	product	0	13535;23345;23464;25662
user_10154	1692911638	search	0	13535;23345;23464;25662
user_10154	1692998042	search	0	13535;23345;23464;25662
user_10154	1692998051	category	0	13535;23345;23464;25662
user_10154	1692998061	product	0	13535;23345;23464;25662
user_10154	1692998070	search	0	13535;23345;23464;25662
user_10154	1692998078	product	0	13535;23345;23464;25662
user_10154	1692998085	cart	11600.0	13535;23345;23464;25662
user_10154	1692998097	search	0	13535;23345;23464;25662
user_10154	1692998108	product	0	13535;23345;23464;25662
user_10154	1692998132	search	0	13535;23345;23464;25662
user_10154	1692998140	category	0	13535;23345;23464;25662
user_10154	1692998147	search	0	13535;23345;23464;25662
user_10154	1693257368	category	0	13535;23345;23464;25662
user_10154	1693257374	product	0	13535;23345;23464;25662
user_10154	1693257408	product	0	13535;23345;23464;25662
user_10154	1693257410	mainpage	0	13535;23345;23464;25662
user_10154	1693343818	search	0	13535;23345;23464;25662
user_10154	1693343837	search	0	13535;23345;23464;25662
user_10154	1693689445	search	0	13535;23345;23464;25662
user_10154	1693689465	product	0	13535;23345;23464;25662
user_10154	1693689470	search	0	13535;23345;23464;25662
user_10154	1693689496	mainpage	0	13535;23345;23464;25662
user_10154	1693689539	search	0	13535;23345;23464;25662
user_10155	1690817575	product	0	13534;23345;23464;25662
user_10155	1690817587	cart	49800.0	13534;23345;23464;25662
user_10155	1690817591	category	0	13534;23345;23464;25662
user_10155	1690817597	search	0	13534;23345;23464;25662
user_10155	1690817601	product	0	13534;23345;23464;25662
user_10155	1690817606	product	0	13534;23345;23464;25662
user_10155	1690817616	cart	13700.0	13534;23345;23464;25662
user_10155	1690817618	search	0	13534;23345;23464;25662
user_10155	1690817677	mainpage	0	13534;23345;23464;25662
user_10155	1690817679	category	0	13534;23345;23464;25662
user_10155	1690817714	cart	16700.0	13534;23345;23464;25662
user_10155	1690817730	search	0	13534;23345;23464;25662
user_10155	1690990536	search	0	13534;23345;23464;25662
user_10155	1690990540	search	0	13534;23345;23464;25662
user_10155	1690990597	product	0	13534;23345;23464;25662
user_10155	1690990619	mainpage	0	13534;23345;23464;25662
user_10155	1690990641	search	0	13534;23345;23464;25662
user_10155	1690990641	category	0	13534;23345;23464;25662
user_10155	1690990646	cart	8780.0	13534;23345;23464;25662
user_10155	1690990650	mainpage	0	13534;23345;23464;25662
user_10155	1690990668	product	0	13534;23345;23464;25662
user_10155	1690990706	product	0	13534;23345;23464;25662
user_10155	1690990716	cart	3490.0	13534;23345;23464;25662
user_10155	1690990718	category	0	13534;23345;23464;25662
user_10155	1690990729	search	0	13534;23345;23464;25662
user_10155	1690990734	search	0	13534;23345;23464;25662
user_10155	1690990754	category	0	13534;23345;23464;25662
user_10155	1690990788	category	0	13534;23345;23464;25662
user_10155	1690990798	product	0	13534;23345;23464;25662
user_10155	1690990811	search	0	13534;23345;23464;25662
user_10155	1690990831	search	0	13534;23345;23464;25662
user_10155	1690990838	product	0	13534;23345;23464;25662
user_10155	1690990863	cart	10300.0	13534;23345;23464;25662
user_10155	1690990891	product	0	13534;23345;23464;25662
user_10155	1690990903	cart	10300.0	13534;23345;23464;25662
user_10155	1690990906	checkout	24090.0	13534;23345;23464;25662
user_10155	1690990907	confirmation	24090.0	13534;23345;23464;25662
user_10155	1691077313	search	0	13534;23345;23464;25662
user_10155	1691250120	product	0	13534;23345;23464;25662
user_10155	1691595755	category	0	13534;23345;23464;25662
user_10155	1691595759	search	0	13534;23345;23464;25662
user_10155	1691682177	mainpage	0	13534;23345;23464;25662
user_10155	1691854990	mainpage	0	13534;23345;23464;25662
user_10155	1691854999	search	0	13534;23345;23464;25662
user_10155	1691855010	product	0	13534;23345;23464;25662
user_10155	1691855018	cart	21100.0	13534;23345;23464;25662
user_10155	1691855038	category	0	13534;23345;23464;25662
user_10155	1691855059	product	0	13534;23345;23464;25662
user_10155	1691855060	search	0	13534;23345;23464;25662
user_10155	1691855077	search	0	13534;23345;23464;25662
user_10155	1692027878	category	0	13534;23345;23464;25662
user_10155	1692027900	product	0	13534;23345;23464;25662
user_10155	1692027911	product	0	13534;23345;23464;25662
user_10155	1692027924	mainpage	0	13534;23345;23464;25662
user_10155	1692027935	search	0	13534;23345;23464;25662
user_10155	1692027965	search	0	13534;23345;23464;25662
user_10155	1692027970	search	0	13534;23345;23464;25662
user_10155	1692287178	search	0	13534;23345;23464;25662
user_10155	1692287179	mainpage	0	13534;23345;23464;25662
user_10155	1692546392	mainpage	0	13534;23345;23464;25662
user_10155	1692546411	search	0	13534;23345;23464;25662
user_10155	1692546414	product	0	13534;23345;23464;25662
user_10155	1692546444	cart	12400.0	13534;23345;23464;25662
user_10155	1692546455	category	0	13534;23345;23464;25662
user_10155	1692546471	product	0	13534;23345;23464;25662
user_10155	1692546509	category	0	13534;23345;23464;25662
user_10155	1692546591	product	0	13534;23345;23464;25662
user_10155	1692632997	search	0	13534;23345;23464;25662
user_10155	1692633025	product	0	13534;23345;23464;25662
user_10155	1692633034	search	0	13534;23345;23464;25662
user_10155	1692633047	category	0	13534;23345;23464;25662
user_10155	1692633050	search	0	13534;23345;23464;25662
user_10155	1692633068	search	0	13534;23345;23464;25662
user_10155	1692633071	product	0	13534;23345;23464;25662
user_10155	1692719525	product	0	13534;23345;23464;25662
user_10155	1692719530	category	0	13534;23345;23464;25662
user_10155	1692719562	cart	22300.0	13534;23345;23464;25662
user_10155	1692719569	product	0	13534;23345;23464;25662
user_10155	1692805970	mainpage	0	13534;23345;23464;25662
user_10155	1692978792	search	0	13534;23345;23464;25662
user_10155	1692978797	search	0	13534;23345;23464;25662
user_10155	1692978835	product	0	13534;23345;23464;25662
user_10155	1693324446	mainpage	0	13534;23345;23464;25662
user_10155	1693324484	category	0	13534;23345;23464;25662
user_10155	1693324507	search	0	13534;23345;23464;25662
user_10155	1693324515	category	0	13534;23345;23464;25662
user_10155	1693324523	cart	21400.0	13534;23345;23464;25662
user_10155	1693497328	search	0	13534;23345;23464;25662
user_10155	1693497336	category	0	13534;23345;23464;25662
user_10155	1693497349	mainpage	0	13534;23345;23464;25662
user_10155	1693497357	category	0	13534;23345;23464;25662
user_10155	1693497359	product	0	13534;23345;23464;25662
user_10155	1693497361	mainpage	0	13534;23345;23464;25662
user_10155	1693497366	search	0	13534;23345;23464;25662
user_10155	1693583781	mainpage	0	13534;23345;23464;25662
user_10155	1693670214	search	0	13534;23345;23464;25662
user_10155	1693670235	product	0	13534;23345;23464;25662
user_10155	1693670249	cart	2900.0	13534;23345;23464;25662
user_10155	1693670251	checkout	2900.0	13534;23345;23464;25662
user_10155	1693670260	category	0	13534;23345;23464;25662
user_10155	1693670262	cart	10100.0	13534;23345;23464;25662
user_10155	1693670291	category	0	13534;23345;23464;25662
user_10155	1693670302	product	0	13534;23345;23464;25662
user_10155	1693670328	category	0	13534;23345;23464;25662
user_10155	1693670353	cart	17000.0	13534;23345;23464;25662
user_10155	1693670361	checkout	30000.0	13534;23345;23464;25662
user_10155	1693756804	search	0	13534;23345;23464;25662
user_10155	1693756816	mainpage	0	13534;23345;23464;25662
user_10155	1693756827	search	0	13534;23345;23464;25662
user_10156	1690580555	mainpage	0	13534;23346;23463;25661
user_10156	1690580571	category	0	13534;23346;23463;25661
user_10156	1690580572	cart	12200.0	13534;23346;23463;25661
user_10156	1690580578	category	0	13534;23346;23463;25661
user_10156	1690580597	search	0	13534;23346;23463;25661
user_10156	1690580609	product	0	13534;23346;23463;25661
user_10156	1690580613	cart	8600.0	13534;23346;23463;25661
user_10156	1690753430	product	0	13534;23346;23463;25661
user_10156	1690753435	cart	20700.0	13534;23346;23463;25661
user_10156	1690753444	checkout	20700.0	13534;23346;23463;25661
user_10156	1691012647	search	0	13534;23346;23463;25661
user_10156	1691185450	mainpage	0	13534;23346;23463;25661
user_10156	1691444666	category	0	13534;23346;23463;25661
user_10156	1691444674	category	0	13534;23346;23463;25661
user_10156	1691444721	category	0	13534;23346;23463;25661
user_10156	1691444740	search	0	13534;23346;23463;25661
user_10156	1691531146	product	0	13534;23346;23463;25661
user_10156	1691531159	mainpage	0	13534;23346;23463;25661
user_10156	1691531165	product	0	13534;23346;23463;25661
user_10156	1691531176	category	0	13534;23346;23463;25661
user_10156	1691531181	mainpage	0	13534;23346;23463;25661
user_10156	1691531182	category	0	13534;23346;23463;25661
user_10156	1691531186	cart	3290.0	13534;23346;23463;25661
user_10156	1691617619	product	0	13534;23346;23463;25661
user_10156	1691617638	mainpage	0	13534;23346;23463;25661
user_10156	1691790466	mainpage	0	13534;23346;23463;25661
user_10156	1691790479	product	0	13534;23346;23463;25661
user_10156	1691790521	cart	14700.0	13534;23346;23463;25661
user_10156	1691790550	search	0	13534;23346;23463;25661
user_10156	1691790555	product	0	13534;23346;23463;25661
user_10156	1691790589	cart	20100.0	13534;23346;23463;25661
user_10156	1691790615	product	0	13534;23346;23463;25661
user_10156	1691790619	product	0	13534;23346;23463;25661
user_10156	1691790637	cart	48600.0	13534;23346;23463;25661
user_10156	1691790658	category	0	13534;23346;23463;25661
user_10156	1691790665	search	0	13534;23346;23463;25661
user_10156	1691790673	category	0	13534;23346;23463;25661
user_10156	1691790692	search	0	13534;23346;23463;25661
user_10156	1691790708	product	0	13534;23346;23463;25661
user_10156	1691790724	search	0	13534;23346;23463;25661
user_10156	1691790740	product	0	13534;23346;23463;25661
user_10156	1691790760	cart	11900.0	13534;23346;23463;25661
user_10156	1691790776	mainpage	0	13534;23346;23463;25661
user_10156	1691790782	category	0	13534;23346;23463;25661
user_10156	1691790792	product	0	13534;23346;23463;25661
user_10156	1691790797	search	0	13534;23346;23463;25661
user_10156	1691790799	category	0	13534;23346;23463;25661
user_10156	1691790806	category	0	13534;23346;23463;25661
user_10156	1691790850	category	0	13534;23346;23463;25661
user_10156	1691790858	product	0	13534;23346;23463;25661
user_10156	1691790876	category	0	13534;23346;23463;25661
user_10156	1691790879	product	0	13534;23346;23463;25661
user_10156	1691877286	category	0	13534;23346;23463;25661
user_10156	1691877306	product	0	13534;23346;23463;25661
user_10156	1691877344	category	0	13534;23346;23463;25661
user_10156	1691877347	product	0	13534;23346;23463;25661
user_10156	1692136619	category	0	13534;23346;23463;25661
user_10156	1692136628	mainpage	0	13534;23346;23463;25661
user_10156	1692136681	category	0	13534;23346;23463;25661
user_10156	1692136688	cart	9500.0	13534;23346;23463;25661
user_10156	1692568695	search	0	13534;23346;23463;25661
user_10156	1692568703	product	0	13534;23346;23463;25661
user_10156	1692568706	category	0	13534;23346;23463;25661
user_10156	1692568708	product	0	13534;23346;23463;25661
user_10156	1692568718	search	0	13534;23346;23463;25661
user_10156	1692568743	product	0	13534;23346;23463;25661
user_10156	1692568746	search	0	13534;23346;23463;25661
user_10156	1692568770	product	0	13534;23346;23463;25661
user_10156	1692568776	category	0	13534;23346;23463;25661
user_10156	1692741583	category	0	13534;23346;23463;25661
user_10156	1692741606	cart	19700.0	13534;23346;23463;25661
user_10156	1693000813	mainpage	0	13534;23346;23463;25661
user_10156	1693000820	search	0	13534;23346;23463;25661
user_10156	1693087244	search	0	13534;23346;23463;25661
user_10156	1693087272	category	0	13534;23346;23463;25661
user_10156	1693087281	product	0	13534;23346;23463;25661
user_10156	1693346506	search	0	13534;23346;23463;25661
user_10156	1693692126	product	0	13534;23346;23463;25661
user_10156	1693692132	cart	26600.0	13534;23346;23463;25661
user_10156	1693692152	search	0	13534;23346;23463;25661
user_10157	1690638911	product	0	13535;23346;23464;25661
user_10157	1690638923	cart	15000.0	13535;23346;23464;25661
user_10157	1690638944	category	0	13535;23346;23464;25661
user_10157	1690638962	category	0	13535;23346;23464;25661
user_10157	1690638978	search	0	13535;23346;23464;25661
user_10157	1690638986	mainpage	0	13535;23346;23464;25661
user_10157	1690638987	search	0	13535;23346;23464;25661
user_10157	1690638989	category	0	13535;23346;23464;25661
user_10157	1690639035	search	0	13535;23346;23464;25661
user_10157	1690639035	search	0	13535;23346;23464;25661
user_10157	1690725447	search	0	13535;23346;23464;25661
user_10157	1690725466	product	0	13535;23346;23464;25661
user_10157	1690725491	search	0	13535;23346;23464;25661
user_10157	1690725501	product	0	13535;23346;23464;25661
user_10157	1690725507	category	0	13535;23346;23464;25661
user_10157	1690725525	product	0	13535;23346;23464;25661
user_10157	1690725535	category	0	13535;23346;23464;25661
user_10157	1690811950	mainpage	0	13535;23346;23464;25661
user_10157	1690811956	product	0	13535;23346;23464;25661
user_10157	1690811975	search	0	13535;23346;23464;25661
user_10157	1690811994	category	0	13535;23346;23464;25661
user_10157	1690811994	search	0	13535;23346;23464;25661
user_10157	1690984813	mainpage	0	13535;23346;23464;25661;32413
user_10157	1690984825	search	0	13535;23346;23464;25661;32413
user_10157	1690984838	product	0	13535;23346;23464;25661;32413
user_10157	1690984845	category	0	13535;23346;23464;25661;32413
user_10157	1690984870	product	0	13535;23346;23464;25661;32413
user_10157	1690984890	cart	11200.0	13535;23346;23464;25661;32413
user_10157	1690984902	category	0	13535;23346;23464;25661;32413
user_10157	1690984942	product	0	13535;23346;23464;25661;32413
user_10157	1690984971	search	0	13535;23346;23464;25661;32413
user_10157	1691244181	category	0	13535;23346;23464;25661;32413
user_10157	1691676182	mainpage	0	13535;23346;23464;25661;32413
user_10157	1691676188	category	0	13535;23346;23464;25661;32413
user_10157	1691676235	product	0	13535;23346;23464;25661;32413
user_10157	1691676238	mainpage	0	13535;23346;23464;25661;32413
user_10157	1691676253	category	0	13535;23346;23464;25661;32413
user_10157	1691676257	product	0	13535;23346;23464;25661;32413
user_10157	1691676271	category	0	13535;23346;23464;25661;32413
user_10157	1691676274	search	0	13535;23346;23464;25661;32413
user_10157	1691676329	search	0	13535;23346;23464;25661;32413
user_10157	1691676358	search	0	13535;23346;23464;25661;32413
user_10157	1691849165	search	0	13535;23346;23464;25661;32413
user_10157	1691849174	product	0	13535;23346;23464;25661;32413
user_10157	1691849174	product	0	13535;23346;23464;25661;32413
user_10157	1691849178	search	0	13535;23346;23464;25661;32413
user_10157	1691849208	product	0	13535;23346;23464;25661;32413
user_10157	1691849221	search	0	13535;23346;23464;25661;32413
user_10157	1691849236	product	0	13535;23346;23464;25661;32413
user_10157	1691849239	cart	42200.0	13535;23346;23464;25661;32413
user_10157	1691935642	search	0	13535;23346;23464;25661;32413
user_10157	1691935678	search	0	13535;23346;23464;25661;32413
user_10157	1691935684	mainpage	0	13535;23346;23464;25661;32413
user_10157	1691935713	search	0	13535;23346;23464;25661;32413
user_10157	1691935719	category	0	13535;23346;23464;25661;32413
user_10157	1691935739	cart	17600.0	13535;23346;23464;25661;32413
user_10157	1691935779	product	0	13535;23346;23464;25661;32413
user_10157	1691935811	search	0	13535;23346;23464;25661;32413
user_10157	1691935818	product	0	13535;23346;23464;25661;32413
user_10157	1691935825	search	0	13535;23346;23464;25661;32413
user_10157	1691935858	product	0	13535;23346;23464;25661;32413
user_10157	1691935862	product	0	13535;23346;23464;25661;32413
user_10157	1691935887	search	0	13535;23346;23464;25661;32413
user_10157	1691935906	product	0	13535;23346;23464;25661;32413
user_10157	1691935909	search	0	13535;23346;23464;25661;32413
user_10157	1691935936	category	0	13535;23346;23464;25661;32413
user_10157	1691935945	mainpage	0	13535;23346;23464;25661;32413
user_10157	1691935948	category	0	13535;23346;23464;25661;32413
user_10157	1691935966	category	0	13535;23346;23464;25661;32413
user_10157	1691935975	search	0	13535;23346;23464;25661;32413
user_10157	1691935986	category	0	13535;23346;23464;25661;32413
user_10157	1691935998	product	0	13535;23346;23464;25661;32413
user_10157	1691935998	search	0	13535;23346;23464;25661;32413
user_10157	1691936015	product	0	13535;23346;23464;25661;32413
user_10157	1691936031	cart	19400.0	13535;23346;23464;25661;32413
user_10157	1691936040	search	0	13535;23346;23464;25661;32413
user_10157	1691936047	product	0	13535;23346;23464;25661;32413
user_10157	1691936049	cart	11600.0	13535;23346;23464;25661;32413
user_10157	1691936062	search	0	13535;23346;23464;25661;32413
user_10157	1692022496	category	0	13535;23346;23464;25661;32413
user_10157	1692022529	mainpage	0	13535;23346;23464;25661;32413
user_10157	1692022552	search	0	13535;23346;23464;25661;32413
user_10157	1692108994	search	0	13535;23346;23464;25661;32413
user_10157	1692109017	product	0	13535;23346;23464;25661;32413
user_10157	1692109025	cart	11900.0	13535;23346;23464;25661;32413
user_10157	1692109046	product	0	13535;23346;23464;25661;32413
user_10157	1692109097	category	0	13535;23346;23464;25661;32413
user_10157	1692109101	category	0	13535;23346;23464;25661;32413
user_10157	1692109111	search	0	13535;23346;23464;25661;32413
user_10157	1692454730	mainpage	0	13535;23346;23464;25661;32413
user_10157	1692454731	category	0	13535;23346;23464;25661;32413
user_10157	1692454756	product	0	13535;23346;23464;25661;32413
user_10157	1692454758	cart	22900.0	13535;23346;23464;25661;32413
user_10157	1692454798	product	0	13535;23346;23464;25661;32413
user_10157	1692454849	product	0	13535;23346;23464;25661;32413
user_10157	1692541278	search	0	13535;23346;23464;25661;32413
user_10157	1692627684	product	0	13535;23346;23464;25661;32413
user_10157	1692627706	search	0	13535;23346;23464;25661;32413
user_10157	1692627710	product	0	13535;23346;23464;25661;32413
user_10157	1692627720	category	0	13535;23346;23464;25661;32413
user_10157	1692714131	category	0	13535;23346;23464;25661;32413
user_10157	1692714157	product	0	13535;23346;23464;25661;32413
user_10157	1692973364	category	0	13535;23346;23464;25661;32413
user_10157	1692973371	product	0	13535;23346;23464;25661;32413
user_10157	1693059784	category	0	13535;23346;23464;25661;32413
user_10157	1693146189	search	0	13535;23346;23464;25661;32413
user_10157	1693146196	search	0	13535;23346;23464;25661;32413
user_10157	1693232627	search	0	13535;23346;23464;25661;32413
user_10157	1693491830	search	0	13535;23346;23464;25661;32413
user_10157	1693578233	mainpage	0	13535;23346;23464;25661
user_10157	1693578235	category	0	13535;23346;23464;25661
user_10157	1693578256	product	0	13535;23346;23464;25661
user_10157	1693578282	cart	16100.0	13535;23346;23464;25661
user_10157	1693578296	mainpage	0	13535;23346;23464;25661
user_10157	1693578303	search	0	13535;23346;23464;25661
user_10157	1693578316	product	0	13535;23346;23464;25661
user_10157	1693578325	search	0	13535;23346;23464;25661
user_10157	1693578360	product	0	13535;23346;23464;25661
user_10157	1693578366	cart	22000.0	13535;23346;23464;25661
user_10157	1693578381	search	0	13535;23346;23464;25661
user_10158	1690738416	category	0	13535;23346;23463;25661
user_10158	1690738427	category	0	13535;23346;23463;25661
user_10158	1690738432	search	0	13535;23346;23463;25661
user_10158	1690738437	category	0	13535;23346;23463;25661
user_10158	1690738442	product	0	13535;23346;23463;25661
user_10158	1690738443	cart	7960.0	13535;23346;23463;25661
user_10158	1690738460	product	0	13535;23346;23463;25661
user_10158	1690738473	category	0	13535;23346;23463;25661
user_10158	1690738474	cart	29900.0	13535;23346;23463;25661
user_10158	1690997678	search	0	13535;23346;23463;25661;32412
user_10158	1690997682	category	0	13535;23346;23463;25661;32412
user_10158	1690997712	product	0	13535;23346;23463;25661;32412
user_10158	1690997717	cart	14400.0	13535;23346;23463;25661;32412
user_10158	1691084128	mainpage	0	13535;23346;23463;25661;32412
