ID,Best Position,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure
242217,CDM,53.0,52.0,38.0,66.0,56.0,63.0,57.0,55.0,61.0,68.0,73.0,76.0,62.0,60.0,64.0,73.0,78.0,78.0,81.0,63.0,71.0,68.0,50.0,60.0,53.0,66.0
210126,LM,70.0,64.0,58.0,73.0,67.0,68.0,70.0,79.0,67.0,73.0,68.0,68.0,75.0,67.0,79.0,68.0,71.0,68.0,60.0,60.0,28.0,31.0,70.0,72.0,75.0,73.0
219466,LB,68.0,47.0,42.0,66.0,30.0,63.0,62.0,55.0,61.0,65.0,81.0,79.0,82.0,64.0,80.0,46.0,79.0,87.0,35.0,49.0,80.0,68.0,65.0,67.0,39.0,70.0
222724,CAM,74.0,58.0,38.0,71.0,59.0,76.0,66.0,66.0,62.0,74.0,86.0,76.0,86.0,62.0,88.0,71.0,84.0,54.0,62.0,70.0,41.0,39.0,64.0,70.0,57.0,69.0
177138,CAM,61.0,61.0,61.0,68.0,67.0,81.0,71.0,58.0,63.0,76.0,53.0,66.0,64.0,69.0,68.0,67.0,68.0,32.0,71.0,63.0,65.0,54.0,68.0,69.0,66.0,68.0
171087,CB,63.0,52.0,67.0,62.0,46.0,56.0,58.0,59.0,62.0,60.0,64.0,66.0,62.0,67.0,73.0,70.0,74.0,72.0,73.0,51.0,77.0,70.0,59.0,48.0,54.0,66.0
192471,CDM,58.0,53.0,66.0,66.0,61.0,62.0,56.0,56.0,66.0,65.0,63.0,61.0,70.0,60.0,73.0,71.0,74.0,71.0,61.0,65.0,59.0,66.0,56.0,65.0,53.0,66.0
238305,RB,75.0,60.0,65.0,71.0,39.0,68.0,73.0,32.0,65.0,71.0,75.0,77.0,67.0,70.0,68.0,59.0,64.0,71.0,66.0,49.0,59.0,70.0,61.0,59.0,36.0,68.0
224842,CAM,55.0,55.0,58.0,70.0,52.0,68.0,57.0,53.0,65.0,67.0,64.0,68.0,74.0,57.0,69.0,60.0,75.0,80.0,70.0,54.0,72.0,56.0,59.0,67.0,53.0,62.0
222959,ST,58.0,67.0,76.0,65.0,62.0,65.0,55.0,52.0,50.0,66.0,71.0,78.0,69.0,70.0,55.0,73.0,71.0,77.0,84.0,57.0,69.0,46.0,66.0,63.0,64.0,65.0
237131,CDM,55.0,33.0,58.0,77.0,46.0,59.0,47.0,44.0,74.0,76.0,69.0,69.0,70.0,65.0,86.0,58.0,64.0,72.0,70.0,48.0,72.0,68.0,55.0,64.0,53.0,62.0
215353,ST,48.0,84.0,81.0,69.0,76.0,75.0,49.0,43.0,48.0,78.0,70.0,66.0,70.0,74.0,71.0,75.0,85.0,69.0,77.0,62.0,72.0,22.0,85.0,65.0,75.0,76.0
194035,LM,66.0,44.0,55.0,62.0,45.0,66.0,69.0,61.0,59.0,66.0,82.0,77.0,80.0,62.0,82.0,65.0,77.0,71.0,56.0,48.0,71.0,60.0,56.0,51.0,43.0,63.0
239306,RM,73.0,49.0,58.0,67.0,56.0,74.0,53.0,48.0,65.0,70.0,79.0,76.0,74.0,69.0,75.0,58.0,70.0,71.0,52.0,52.0,53.0,62.0,52.0,63.0,56.0,62.0
192678,ST,56.0,79.0,81.0,78.0,78.0,73.0,42.0,46.0,49.0,78.0,62.0,64.0,63.0,73.0,51.0,82.0,72.0,67.0,77.0,78.0,71.0,37.0,84.0,67.0,70.0,82.0
169710,CDM,64.0,45.0,61.0,66.0,49.0,65.0,36.0,66.0,63.0,66.0,66.0,67.0,72.0,65.0,81.0,62.0,84.0,74.0,71.0,36.0,76.0,71.0,46.0,61.0,34.0,74.0
238569,RM,72.0,75.0,48.0,66.0,53.0,72.0,56.0,41.0,58.0,68.0,84.0,89.0,74.0,70.0,74.0,69.0,80.0,73.0,72.0,59.0,41.0,40.0,75.0,69.0,65.0,58.0
193252,LB,69.0,54.0,55.0,66.0,56.0,64.0,75.0,38.0,65.0,66.0,70.0,72.0,72.0,56.0,76.0,51.0,88.0,67.0,70.0,52.0,64.0,62.0,54.0,58.0,49.0,65.0
232437,LB,70.0,50.0,73.0,67.0,24.0,67.0,45.0,40.0,65.0,70.0,72.0,71.0,70.0,72.0,76.0,42.0,81.0,82.0,66.0,39.0,81.0,72.0,58.0,60.0,38.0,65.0
215020,CAM,66.0,65.0,47.0,70.0,63.0,72.0,79.0,69.0,65.0,72.0,77.0,75.0,85.0,68.0,80.0,74.0,29.0,65.0,70.0,78.0,42.0,39.0,65.0,72.0,77.0,75.0
222391,CM,49.0,63.0,60.0,73.0,56.0,69.0,55.0,52.0,68.0,70.0,69.0,50.0,61.0,66.0,61.0,67.0,75.0,75.0,67.0,65.0,75.0,67.0,63.0,63.0,43.0,63.0
214807,RB,69.0,58.0,55.0,69.0,40.0,65.0,66.0,56.0,67.0,66.0,72.0,79.0,81.0,65.0,74.0,49.0,63.0,92.0,70.0,58.0,46.0,66.0,70.0,59.0,32.0,67.0
234100,LWB,70.0,36.0,48.0,71.0,36.0,71.0,47.0,35.0,63.0,70.0,82.0,81.0,75.0,66.0,79.0,45.0,76.0,83.0,72.0,57.0,70.0,69.0,52.0,60.0,47.0,56.0
245748,CDM,42.0,43.0,59.0,68.0,45.0,67.0,66.0,66.0,66.0,65.0,76.0,79.0,77.0,58.0,75.0,65.0,77.0,69.0,69.0,55.0,71.0,63.0,39.0,60.0,54.0,70.0
182440,RW,69.0,70.0,52.0,68.0,66.0,70.0,69.0,54.0,58.0,68.0,79.0,75.0,75.0,69.0,72.0,66.0,71.0,61.0,54.0,68.0,62.0,40.0,70.0,68.0,65.0,66.0
244390,LW,69.0,71.0,57.0,69.0,67.0,75.0,68.0,45.0,59.0,72.0,77.0,83.0,71.0,68.0,72.0,68.0,44.0,70.0,76.0,67.0,65.0,39.0,71.0,61.0,55.0,67.0
224812,RM,68.0,60.0,51.0,70.0,51.0,65.0,49.0,70.0,56.0,71.0,78.0,73.0,75.0,71.0,76.0,62.0,58.0,75.0,60.0,53.0,40.0,57.0,62.0,70.0,58.0,66.0
215553,ST,56.0,76.0,81.0,70.0,70.0,63.0,52.0,39.0,58.0,66.0,67.0,69.0,75.0,70.0,64.0,74.0,80.0,77.0,76.0,69.0,81.0,30.0,79.0,68.0,85.0,74.0
244238,CB,50.0,64.0,77.0,70.0,55.0,57.0,47.0,47.0,65.0,63.0,62.0,69.0,53.0,68.0,51.0,71.0,76.0,74.0,81.0,53.0,66.0,68.0,53.0,65.0,49.0,58.0
183580,ST,58.0,81.0,82.0,64.0,83.0,62.0,57.0,45.0,49.0,69.0,56.0,59.0,62.0,82.0,57.0,79.0,63.0,80.0,76.0,71.0,60.0,39.0,82.0,61.0,77.0,81.0
214874,CAM,67.0,69.0,27.0,70.0,33.0,71.0,56.0,47.0,65.0,70.0,82.0,80.0,80.0,63.0,74.0,70.0,57.0,74.0,66.0,68.0,55.0,59.0,67.0,68.0,56.0,66.0
186126,CM,69.0,55.0,55.0,63.0,56.0,62.0,70.0,64.0,65.0,65.0,67.0,61.0,83.0,66.0,58.0,61.0,66.0,74.0,54.0,60.0,65.0,59.0,60.0,66.0,58.0,72.0
225719,CAM,49.0,73.0,60.0,70.0,73.0,75.0,73.0,64.0,63.0,76.0,78.0,79.0,73.0,73.0,70.0,72.0,55.0,67.0,70.0,73.0,68.0,21.0,79.0,67.0,73.0,69.0
201359,CDM,53.0,48.0,54.0,67.0,53.0,63.0,66.0,57.0,65.0,67.0,70.0,69.0,76.0,66.0,70.0,67.0,72.0,75.0,63.0,57.0,71.0,67.0,57.0,62.0,48.0,63.0
205943,CB,46.0,56.0,73.0,68.0,70.0,59.0,46.0,25.0,70.0,66.0,63.0,63.0,57.0,73.0,66.0,75.0,71.0,61.0,69.0,69.0,75.0,77.0,36.0,46.0,51.0,69.0
221413,CDM,54.0,52.0,66.0,70.0,36.0,63.0,45.0,40.0,69.0,68.0,70.0,72.0,59.0,67.0,67.0,67.0,66.0,80.0,77.0,62.0,76.0,67.0,61.0,60.0,44.0,53.0
238282,CDM,56.0,52.0,63.0,69.0,49.0,64.0,55.0,60.0,63.0,64.0,74.0,71.0,69.0,65.0,72.0,67.0,69.0,70.0,73.0,59.0,67.0,64.0,60.0,61.0,57.0,63.0
215262,ST,41.0,71.0,75.0,67.0,71.0,69.0,59.0,65.0,57.0,69.0,73.0,79.0,67.0,65.0,77.0,71.0,81.0,67.0,81.0,71.0,53.0,25.0,69.0,67.0,71.0,79.0
237784,LB,70.0,56.0,46.0,70.0,46.0,65.0,64.0,67.0,63.0,68.0,74.0,78.0,79.0,69.0,70.0,61.0,66.0,74.0,68.0,43.0,46.0,65.0,64.0,59.0,34.0,54.0
169590,CDM,72.0,54.0,65.0,73.0,64.0,60.0,61.0,71.0,73.0,68.0,42.0,49.0,53.0,64.0,61.0,76.0,65.0,50.0,72.0,68.0,63.0,66.0,55.0,61.0,63.0,74.0
215901,CB,46.0,51.0,75.0,69.0,37.0,58.0,49.0,68.0,63.0,60.0,65.0,59.0,60.0,71.0,43.0,73.0,77.0,66.0,84.0,63.0,76.0,73.0,61.0,50.0,51.0,60.0
199002,CM,53.0,57.0,48.0,68.0,56.0,67.0,51.0,45.0,65.0,69.0,66.0,61.0,81.0,62.0,80.0,69.0,77.0,76.0,69.0,61.0,66.0,58.0,64.0,67.0,45.0,65.0
186598,RB,67.0,45.0,67.0,73.0,52.0,65.0,43.0,28.0,66.0,68.0,69.0,69.0,71.0,70.0,70.0,68.0,73.0,73.0,67.0,52.0,68.0,67.0,54.0,59.0,47.0,67.0
204895,LM,72.0,72.0,70.0,74.0,54.0,73.0,49.0,69.0,63.0,70.0,71.0,73.0,74.0,70.0,44.0,71.0,62.0,80.0,83.0,64.0,78.0,34.0,71.0,73.0,72.0,67.0
204504,RB,67.0,44.0,65.0,58.0,46.0,69.0,54.0,21.0,56.0,65.0,86.0,87.0,76.0,65.0,72.0,62.0,88.0,77.0,73.0,38.0,66.0,69.0,59.0,64.0,46.0,65.0
201240,RM,67.0,68.0,57.0,62.0,42.0,70.0,63.0,38.0,49.0,69.0,94.0,94.0,79.0,67.0,75.0,72.0,88.0,80.0,62.0,61.0,56.0,38.0,71.0,65.0,56.0,63.0
199577,CB,45.0,35.0,77.0,80.0,37.0,59.0,49.0,46.0,77.0,72.0,65.0,63.0,57.0,76.0,52.0,45.0,86.0,68.0,78.0,47.0,73.0,80.0,52.0,59.0,41.0,68.0
232363,CB,40.0,42.0,82.0,73.0,40.0,67.0,34.0,30.0,69.0,69.0,70.0,69.0,48.0,83.0,51.0,50.0,78.0,75.0,85.0,30.0,86.0,86.0,30.0,57.0,56.0,81.0
209361,CB,66.0,55.0,58.0,60.0,53.0,61.0,68.0,63.0,63.0,61.0,66.0,76.0,62.0,60.0,65.0,66.0,65.0,73.0,77.0,58.0,83.0,60.0,59.0,61.0,47.0,55.0
198176,CB,49.0,25.0,82.0,73.0,27.0,66.0,45.0,16.0,71.0,71.0,65.0,66.0,62.0,81.0,59.0,65.0,76.0,65.0,78.0,60.0,80.0,86.0,32.0,64.0,41.0,82.0
216485,CDM,59.0,55.0,66.0,70.0,42.0,67.0,54.0,51.0,70.0,70.0,66.0,66.0,77.0,57.0,74.0,66.0,63.0,66.0,74.0,53.0,78.0,67.0,53.0,65.0,51.0,65.0
219525,RM,68.0,58.0,58.0,67.0,65.0,75.0,63.0,51.0,65.0,69.0,86.0,82.0,79.0,68.0,68.0,71.0,66.0,72.0,59.0,71.0,71.0,34.0,69.0,68.0,69.0,71.0
228516,CAM,60.0,55.0,50.0,66.0,62.0,67.0,60.0,51.0,65.0,71.0,71.0,69.0,81.0,67.0,82.0,52.0,57.0,72.0,44.0,60.0,71.0,67.0,66.0,68.0,61.0,60.0
228236,CB,28.0,37.0,78.0,65.0,52.0,68.0,52.0,51.0,70.0,70.0,68.0,78.0,61.0,72.0,54.0,66.0,72.0,72.0,85.0,46.0,78.0,78.0,38.0,44.0,50.0,84.0
212099,RWB,58.0,58.0,39.0,64.0,63.0,69.0,58.0,51.0,63.0,65.0,67.0,67.0,76.0,63.0,74.0,61.0,78.0,76.0,47.0,60.0,64.0,70.0,53.0,62.0,62.0,68.0
177766,LB,74.0,29.0,60.0,74.0,16.0,68.0,64.0,35.0,70.0,74.0,62.0,64.0,67.0,72.0,62.0,58.0,71.0,68.0,73.0,53.0,70.0,76.0,63.0,65.0,40.0,68.0
254089,CDM,51.0,54.0,52.0,66.0,55.0,66.0,70.0,48.0,64.0,69.0,64.0,69.0,68.0,64.0,71.0,72.0,73.0,54.0,73.0,62.0,71.0,66.0,57.0,63.0,54.0,70.0
184527,RM,63.0,62.0,61.0,66.0,61.0,74.0,65.0,57.0,54.0,66.0,91.0,90.0,83.0,63.0,73.0,66.0,71.0,78.0,62.0,61.0,46.0,36.0,64.0,56.0,65.0,61.0
226537,ST,35.0,77.0,74.0,75.0,65.0,67.0,54.0,39.0,57.0,75.0,68.0,68.0,70.0,74.0,66.0,82.0,73.0,70.0,85.0,68.0,78.0,19.0,80.0,70.0,81.0,74.0
202095,RM,62.0,66.0,36.0,66.0,57.0,68.0,60.0,60.0,63.0,66.0,84.0,82.0,77.0,60.0,74.0,71.0,62.0,68.0,63.0,68.0,66.0,58.0,70.0,60.0,62.0,62.0
235719,CAM,57.0,61.0,37.0,67.0,59.0,73.0,75.0,67.0,67.0,69.0,87.0,85.0,85.0,63.0,89.0,75.0,51.0,69.0,39.0,73.0,47.0,55.0,59.0,59.0,59.0,67.0
226591,ST,51.0,67.0,69.0,63.0,73.0,70.0,48.0,34.0,49.0,68.0,82.0,81.0,84.0,69.0,74.0,77.0,84.0,69.0,67.0,73.0,66.0,39.0,76.0,67.0,76.0,71.0
219411,RW,71.0,64.0,60.0,68.0,56.0,80.0,75.0,34.0,61.0,77.0,87.0,85.0,91.0,68.0,85.0,79.0,63.0,66.0,52.0,75.0,27.0,39.0,72.0,70.0,58.0,72.0
206086,LB,65.0,51.0,59.0,63.0,38.0,62.0,62.0,58.0,57.0,63.0,75.0,76.0,72.0,66.0,70.0,58.0,76.0,84.0,68.0,51.0,59.0,62.0,53.0,54.0,53.0,58.0
119152,CB,41.0,56.0,75.0,70.0,36.0,53.0,60.0,65.0,65.0,62.0,60.0,65.0,31.0,62.0,67.0,69.0,72.0,66.0,84.0,63.0,83.0,72.0,46.0,57.0,57.0,70.0
142822,CM,73.0,55.0,53.0,72.0,53.0,70.0,54.0,52.0,71.0,72.0,51.0,65.0,62.0,68.0,46.0,72.0,49.0,66.0,78.0,66.0,61.0,65.0,65.0,73.0,57.0,78.0
202532,CM,60.0,59.0,50.0,67.0,59.0,63.0,64.0,64.0,65.0,66.0,62.0,63.0,73.0,58.0,70.0,63.0,71.0,76.0,76.0,59.0,64.0,51.0,54.0,69.0,67.0,65.0
212023,ST,52.0,81.0,74.0,72.0,69.0,67.0,65.0,56.0,65.0,72.0,60.0,55.0,58.0,73.0,53.0,73.0,71.0,69.0,77.0,67.0,65.0,38.0,82.0,70.0,71.0,73.0
225289,CAM,59.0,74.0,69.0,65.0,65.0,74.0,57.0,47.0,50.0,72.0,91.0,81.0,86.0,73.0,91.0,66.0,85.0,76.0,46.0,67.0,55.0,29.0,75.0,69.0,67.0,71.0
201025,CB,66.0,48.0,73.0,62.0,41.0,61.0,51.0,56.0,59.0,64.0,66.0,68.0,63.0,69.0,62.0,76.0,75.0,65.0,75.0,62.0,76.0,71.0,51.0,48.0,39.0,69.0
207863,CB,45.0,39.0,81.0,71.0,44.0,57.0,32.0,30.0,69.0,63.0,60.0,67.0,65.0,81.0,55.0,46.0,90.0,79.0,88.0,41.0,92.0,86.0,34.0,50.0,47.0,75.0
214209,ST,59.0,70.0,66.0,67.0,73.0,73.0,60.0,53.0,47.0,73.0,76.0,79.0,78.0,70.0,76.0,76.0,63.0,74.0,75.0,72.0,45.0,24.0,73.0,68.0,78.0,69.0
170719,CAM,72.0,62.0,36.0,71.0,61.0,77.0,78.0,76.0,70.0,77.0,81.0,84.0,90.0,70.0,94.0,69.0,61.0,60.0,29.0,77.0,30.0,25.0,69.0,72.0,71.0,68.0
232661,CDM,52.0,53.0,69.0,73.0,47.0,67.0,53.0,62.0,64.0,70.0,68.0,69.0,68.0,62.0,64.0,63.0,68.0,68.0,69.0,56.0,72.0,65.0,52.0,58.0,57.0,52.0
157219,CAM,57.0,69.0,66.0,74.0,67.0,71.0,72.0,74.0,72.0,73.0,67.0,54.0,68.0,60.0,70.0,70.0,68.0,54.0,56.0,71.0,56.0,31.0,70.0,72.0,65.0,71.0
222430,RB,72.0,47.0,53.0,58.0,38.0,64.0,52.0,34.0,61.0,63.0,83.0,88.0,93.0,61.0,87.0,67.0,87.0,88.0,32.0,58.0,66.0,56.0,52.0,62.0,38.0,59.0
202678,RWB,70.0,48.0,53.0,63.0,30.0,64.0,59.0,38.0,60.0,68.0,76.0,75.0,63.0,57.0,86.0,50.0,92.0,85.0,79.0,55.0,71.0,72.0,43.0,57.0,43.0,60.0
189278,CM,63.0,59.0,42.0,68.0,47.0,64.0,68.0,61.0,64.0,65.0,62.0,63.0,56.0,65.0,64.0,70.0,49.0,77.0,69.0,70.0,77.0,65.0,56.0,61.0,62.0,66.0
245682,CAM,66.0,64.0,51.0,74.0,61.0,75.0,72.0,73.0,71.0,76.0,81.0,72.0,82.0,74.0,67.0,55.0,51.0,71.0,54.0,62.0,57.0,41.0,77.0,76.0,71.0,78.0
230397,CB,62.0,47.0,74.0,68.0,51.0,58.0,49.0,43.0,71.0,72.0,66.0,70.0,55.0,72.0,61.0,70.0,67.0,74.0,73.0,52.0,78.0,73.0,41.0,34.0,67.0,64.0
230446,CDM,61.0,59.0,72.0,73.0,41.0,71.0,42.0,43.0,71.0,66.0,59.0,55.0,57.0,73.0,61.0,54.0,71.0,72.0,73.0,64.0,68.0,72.0,41.0,71.0,51.0,66.0
237077,CDM,59.0,43.0,63.0,68.0,31.0,67.0,55.0,54.0,61.0,69.0,63.0,69.0,52.0,68.0,47.0,78.0,68.0,84.0,85.0,62.0,80.0,69.0,39.0,64.0,54.0,65.0
230421,CDM,62.0,41.0,67.0,72.0,34.0,52.0,51.0,52.0,71.0,55.0,63.0,66.0,66.0,72.0,63.0,61.0,71.0,90.0,67.0,45.0,56.0,74.0,55.0,73.0,61.0,81.0
221279,CAM,68.0,60.0,40.0,72.0,55.0,60.0,70.0,68.0,69.0,71.0,68.0,64.0,84.0,65.0,85.0,65.0,53.0,65.0,29.0,67.0,45.0,53.0,60.0,67.0,66.0,63.0
230377,CAM,63.0,68.0,64.0,72.0,57.0,71.0,65.0,76.0,69.0,74.0,73.0,69.0,79.0,66.0,78.0,78.0,54.0,68.0,56.0,73.0,43.0,42.0,64.0,66.0,71.0,74.0
203668,ST,54.0,77.0,73.0,65.0,69.0,72.0,66.0,60.0,55.0,71.0,79.0,86.0,77.0,70.0,66.0,74.0,58.0,77.0,63.0,70.0,40.0,29.0,75.0,55.0,76.0,71.0
221311,CAM,73.0,68.0,41.0,69.0,53.0,80.0,80.0,81.0,63.0,73.0,74.0,80.0,77.0,59.0,64.0,76.0,49.0,61.0,72.0,73.0,80.0,33.0,73.0,72.0,72.0,68.0
192349,RW,60.0,70.0,55.0,73.0,70.0,78.0,70.0,73.0,65.0,75.0,78.0,75.0,80.0,75.0,60.0,70.0,90.0,70.0,61.0,75.0,40.0,32.0,67.0,67.0,60.0,70.0
235355,CAM,62.0,58.0,58.0,64.0,56.0,68.0,62.0,42.0,63.0,73.0,70.0,75.0,76.0,62.0,73.0,72.0,75.0,72.0,70.0,66.0,62.0,54.0,51.0,70.0,50.0,64.0
224424,LM,69.0,53.0,38.0,68.0,61.0,70.0,66.0,65.0,66.0,73.0,77.0,72.0,88.0,69.0,84.0,66.0,69.0,73.0,44.0,62.0,52.0,53.0,61.0,66.0,39.0,64.0
228240,CB,49.0,52.0,74.0,68.0,49.0,59.0,42.0,46.0,61.0,64.0,74.0,72.0,72.0,58.0,77.0,69.0,90.0,71.0,74.0,52.0,82.0,64.0,52.0,59.0,47.0,49.0
230144,CM,50.0,34.0,58.0,78.0,36.0,73.0,63.0,45.0,76.0,76.0,68.0,56.0,78.0,69.0,75.0,62.0,67.0,76.0,51.0,55.0,68.0,69.0,50.0,74.0,56.0,62.0
209449,LW,58.0,64.0,48.0,69.0,69.0,74.0,52.0,53.0,53.0,71.0,92.0,93.0,91.0,74.0,92.0,68.0,43.0,77.0,32.0,68.0,63.0,34.0,72.0,64.0,67.0,70.0
230235,CDM,53.0,49.0,53.0,67.0,50.0,63.0,45.0,48.0,75.0,68.0,68.0,64.0,67.0,68.0,65.0,60.0,78.0,74.0,68.0,68.0,69.0,76.0,40.0,43.0,60.0,70.0
244960,CAM,63.0,58.0,46.0,75.0,55.0,71.0,67.0,55.0,73.0,74.0,72.0,63.0,75.0,66.0,77.0,74.0,46.0,67.0,56.0,66.0,65.0,51.0,64.0,70.0,57.0,66.0
213490,CAM,69.0,65.0,59.0,70.0,56.0,75.0,60.0,55.0,67.0,75.0,74.0,73.0,80.0,62.0,71.0,64.0,69.0,65.0,66.0,65.0,54.0,43.0,67.0,74.0,60.0,70.0
204675,CAM,65.0,63.0,48.0,75.0,53.0,73.0,68.0,66.0,67.0,74.0,76.0,72.0,82.0,69.0,82.0,67.0,76.0,74.0,62.0,61.0,56.0,48.0,68.0,77.0,53.0,73.0
137506,ST,69.0,72.0,68.0,73.0,78.0,82.0,80.0,69.0,65.0,82.0,61.0,39.0,63.0,71.0,72.0,74.0,70.0,34.0,58.0,74.0,52.0,39.0,77.0,71.0,68.0,70.0
193728,LM,65.0,50.0,63.0,65.0,43.0,74.0,64.0,69.0,63.0,73.0,69.0,69.0,74.0,60.0,62.0,66.0,67.0,74.0,70.0,63.0,58.0,47.0,53.0,70.0,54.0,64.0
233781,CM,70.0,40.0,50.0,74.0,58.0,72.0,70.0,64.0,68.0,74.0,61.0,67.0,64.0,60.0,64.0,72.0,60.0,74.0,68.0,70.0,58.0,56.0,56.0,64.0,60.0,64.0
199151,RW,65.0,60.0,40.0,68.0,61.0,75.0,71.0,73.0,57.0,74.0,89.0,89.0,89.0,64.0,90.0,72.0,67.0,69.0,39.0,67.0,78.0,21.0,70.0,70.0,62.0,78.0
251720,CDM,56.0,51.0,70.0,69.0,51.0,63.0,69.0,71.0,67.0,66.0,60.0,57.0,55.0,63.0,59.0,73.0,60.0,63.0,68.0,68.0,66.0,70.0,40.0,59.0,69.0,67.0
200875,ST,51.0,75.0,76.0,66.0,73.0,65.0,57.0,49.0,46.0,75.0,54.0,60.0,65.0,72.0,62.0,78.0,80.0,74.0,79.0,67.0,71.0,35.0,79.0,71.0,63.0,71.0
234180,LM,74.0,73.0,38.0,74.0,55.0,76.0,75.0,75.0,74.0,75.0,76.0,75.0,81.0,65.0,72.0,73.0,59.0,62.0,68.0,72.0,48.0,26.0,72.0,75.0,60.0,65.0
163407,CB,72.0,44.0,73.0,73.0,50.0,61.0,48.0,39.0,66.0,69.0,51.0,49.0,63.0,70.0,58.0,69.0,69.0,61.0,76.0,56.0,82.0,71.0,59.0,54.0,57.0,74.0
205124,ST,64.0,75.0,65.0,69.0,65.0,74.0,60.0,60.0,57.0,73.0,85.0,90.0,82.0,67.0,71.0,71.0,67.0,71.0,70.0,68.0,73.0,14.0,72.0,63.0,70.0,64.0
224933,ST,60.0,76.0,72.0,66.0,72.0,76.0,66.0,42.0,50.0,78.0,90.0,90.0,80.0,74.0,72.0,72.0,76.0,67.0,68.0,66.0,40.0,30.0,78.0,58.0,66.0,74.0
228348,LB,65.0,57.0,60.0,57.0,54.0,64.0,53.0,51.0,53.0,59.0,74.0,84.0,77.0,61.0,63.0,78.0,73.0,74.0,69.0,58.0,65.0,58.0,58.0,57.0,52.0,63.0
222775,RWB,74.0,45.0,67.0,63.0,47.0,69.0,63.0,44.0,60.0,66.0,72.0,78.0,67.0,66.0,65.0,61.0,74.0,84.0,80.0,48.0,68.0,64.0,56.0,49.0,41.0,66.0
218215,CM,56.0,40.0,57.0,68.0,39.0,72.0,56.0,50.0,70.0,68.0,75.0,68.0,65.0,63.0,69.0,60.0,72.0,75.0,63.0,41.0,75.0,62.0,70.0,83.0,51.0,59.0
181349,CAM,68.0,68.0,54.0,71.0,69.0,70.0,67.0,70.0,64.0,72.0,76.0,71.0,73.0,65.0,61.0,70.0,66.0,73.0,70.0,72.0,60.0,30.0,72.0,68.0,65.0,67.0
241602,RM,67.0,67.0,38.0,68.0,64.0,67.0,61.0,63.0,63.0,69.0,83.0,81.0,88.0,65.0,84.0,69.0,70.0,78.0,73.0,70.0,45.0,38.0,73.0,65.0,65.0,62.0
207916,CAM,55.0,65.0,46.0,69.0,48.0,65.0,55.0,54.0,65.0,69.0,77.0,74.0,79.0,68.0,73.0,59.0,57.0,77.0,69.0,51.0,51.0,58.0,67.0,65.0,55.0,68.0
236273,RM,66.0,52.0,45.0,65.0,48.0,66.0,59.0,51.0,61.0,67.0,80.0,80.0,79.0,63.0,75.0,63.0,64.0,83.0,64.0,59.0,59.0,60.0,66.0,58.0,38.0,65.0
247793,CAM,64.0,56.0,65.0,67.0,44.0,68.0,64.0,47.0,66.0,67.0,73.0,71.0,73.0,65.0,73.0,62.0,67.0,62.0,52.0,56.0,72.0,60.0,62.0,69.0,52.0,70.0
230212,CB,55.0,51.0,76.0,68.0,44.0,44.0,54.0,50.0,72.0,62.0,67.0,72.0,49.0,79.0,49.0,43.0,88.0,62.0,81.0,51.0,88.0,77.0,24.0,47.0,66.0,70.0
240611,RM,50.0,48.0,53.0,65.0,42.0,65.0,51.0,45.0,62.0,64.0,83.0,81.0,79.0,59.0,81.0,64.0,72.0,80.0,74.0,60.0,66.0,61.0,57.0,62.0,52.0,64.0
157492,CAM,71.0,62.0,60.0,80.0,55.0,76.0,71.0,67.0,70.0,78.0,61.0,53.0,72.0,73.0,75.0,70.0,50.0,66.0,63.0,68.0,57.0,46.0,62.0,83.0,76.0,75.0
208700,LM,73.0,70.0,50.0,67.0,58.0,77.0,75.0,71.0,61.0,75.0,82.0,85.0,76.0,70.0,69.0,77.0,56.0,62.0,73.0,76.0,55.0,28.0,70.0,56.0,63.0,67.0
197768,CAM,59.0,60.0,38.0,75.0,52.0,70.0,71.0,71.0,67.0,75.0,72.0,68.0,76.0,67.0,85.0,59.0,65.0,56.0,48.0,63.0,54.0,62.0,59.0,72.0,73.0,68.0
205362,CB,46.0,30.0,77.0,73.0,32.0,43.0,72.0,68.0,68.0,65.0,65.0,73.0,64.0,80.0,59.0,44.0,82.0,63.0,78.0,22.0,78.0,78.0,30.0,55.0,52.0,80.0
233223,CAM,57.0,60.0,53.0,68.0,57.0,65.0,62.0,57.0,67.0,67.0,76.0,54.0,76.0,61.0,63.0,66.0,59.0,66.0,68.0,65.0,65.0,63.0,67.0,71.0,66.0,68.0
234760,LM,67.0,56.0,62.0,64.0,48.0,72.0,51.0,45.0,60.0,70.0,80.0,78.0,64.0,58.0,52.0,60.0,83.0,68.0,68.0,54.0,55.0,60.0,70.0,67.0,62.0,62.0
115909,ST,60.0,75.0,67.0,63.0,68.0,74.0,69.0,68.0,45.0,71.0,72.0,69.0,86.0,73.0,80.0,69.0,81.0,61.0,59.0,70.0,50.0,37.0,77.0,74.0,76.0,68.0
253910,CAM,67.0,61.0,48.0,70.0,62.0,70.0,70.0,70.0,72.0,67.0,86.0,77.0,83.0,63.0,67.0,64.0,78.0,55.0,66.0,58.0,48.0,25.0,67.0,62.0,77.0,56.0
