Club Logo,Preferred Foot,Flag,Work Rate,Weak Foot,Club,Contract Valid Until,Overall,International Reputation,Height,Photo,Potential,Nationality,Name,ID,Value,Body Type,Wage,Skill Moves,Real Face,Position,Weight,Special,Age
https://cdn.sofifa.net/teams/873/30.png,Right,https://cdn.sofifa.net/flags/pt.png,High/ Medium,3.0,Lech Poznań,2026,71.0,1.0,174cm,https://cdn.sofifa.net/players/258/698/23_60.png,80.0,Portugal,Afonso Sousa,258698.0,€4.2M,Lean (170-185),€6K,3.0,No,"<span class=""pos pos28"">SUB",64kg,1844.0,22.0
https://cdn.sofifa.net/teams/2/30.png,Right,https://cdn.sofifa.net/flags/gb-eng.png,Medium/ Medium,3.0,Aston Villa,2026,79.0,2.0,183cm,https://cdn.sofifa.net/players/227/678/23_60.png,,England,E. Konsa,227678.0,€32.5M,Lean (170-185),€65K,2.0,Yes,"<span class=""pos pos4"">RCB",77kg,1844.0,24.0
https://cdn.sofifa.net/teams/217/30.png,Right,https://cdn.sofifa.net/flags/fr.png,Medium/ Medium,3.0,FC Lorient,2024,75.0,1.0,170cm,https://cdn.sofifa.net/players/246/350/23_60.png,82.0,France,E. Le Fée,246350.0,€11.5M,Lean (170-),€16K,4.0,No,"<span class=""pos pos14"">CM",58kg,1844.0,22.0
https://cdn.sofifa.net/teams/1906/30.png,Right,https://cdn.sofifa.net/flags/gr.png,Medium/ Medium,3.0,AZ Alkmaar,2024,73.0,1.0,180cm,https://cdn.sofifa.net/players/229/150/23_60.png,75.0,Greece,P. Hatzidiakos,229150.0,€3.4M,Normal (170-185),€8K,2.0,No,"<span class=""pos pos4"">RCB",68kg,1844.0,25.0
https://cdn.sofifa.net/teams/1824/30.png,Right,https://cdn.sofifa.net/flags/de.png,Medium/ Medium,3.0,Eintracht Frankfurt,"Jun 30, 2023",75.0,1.0,180cm,https://cdn.sofifa.net/players/257/540/23_60.png,83.0,Germany,A. Knauff,257540.0,€12.5M,Lean (170-185),€27K,3.0,Yes,"<span class=""pos pos12"">RM",73kg,1844.0,20.0
https://cdn.sofifa.net/teams/1819/30.png,Right,https://cdn.sofifa.net/flags/fr.png,High/ Medium,3.0,AS Saint-Étienne,2024,72.0,1.0,176cm,https://cdn.sofifa.net/players/255/523/23_60.png,78.0,France,Y. Maçon,255523.0,€3.5M,Normal (170-185),€6K,2.0,No,"<span class=""pos pos2"">RWB",74kg,1844.0,23.0
https://cdn.sofifa.net/teams/15/30.png,Left,https://cdn.sofifa.net/flags/gb-eng.png,Medium/ Medium,4.0,Queens Park Rangers,2024,67.0,1.0,182cm,https://cdn.sofifa.net/players/233/276/23_60.png,74.0,England,A. Dozzell,233276.0,€2M,Lean (170-185),€10K,3.0,No,"<span class=""pos pos28"">SUB",64kg,1844.0,23.0
https://cdn.sofifa.net/teams/217/30.png,Right,https://cdn.sofifa.net/flags/tr.png,High/ Medium,4.0,FC Lorient,2023,74.0,1.0,178cm,https://cdn.sofifa.net/players/239/043/23_60.png,78.0,Turkey,U. Bozok,239043.0,€6M,Normal (170-185),€18K,3.0,No,"<span class=""pos pos29"">RES",75kg,1844.0,25.0
https://cdn.sofifa.net/teams/59/30.png,Left,https://cdn.sofifa.net/flags/dz.png,Medium/ Medium,3.0,FC Girondins de Bordeaux,2024,69.0,1.0,186cm,https://cdn.sofifa.net/players/254/659/23_60.png,75.0,Algeria,M. Zerkane,254659.0,€2.2M,Lean (185+),€4K,3.0,No,"<span class=""pos pos29"">RES",72kg,1844.0,22.0
,Right,https://cdn.sofifa.net/flags/pl.png,Medium/ Low,4.0,Roma,2025,74.0,1.0,175cm,https://cdn.sofifa.net/players/262/113/23_60.png,86.0,Poland,N. Zalewski,262113.0,€10M,Normal (170-185),€34K,3.0,No,"<span class=""pos pos28"">SUB",70kg,1844.0,20.0
https://cdn.sofifa.net/teams/111434/30.png,Right,https://cdn.sofifa.net/flags/ar.png,Medium/ High,3.0,US Cremonese,"Jun 30, 2023",74.0,1.0,168cm,https://cdn.sofifa.net/players/232/244/23_60.png,78.0,Argentina,S. Ascacíbar,232244.0,€5.5M,Normal (170-),€22K,2.0,Yes,"<span class=""pos pos11"">LDM",70kg,1844.0,25.0
https://cdn.sofifa.net/teams/113345/30.png,Right,https://cdn.sofifa.net/flags/pe.png,High/ Low,3.0,Al Adalah,2025,72.0,1.0,177cm,https://cdn.sofifa.net/players/228/271/23_60.png,72.0,Peru,C. Gonzáles,228271.0,€2.3M,Normal (170-185),€16K,3.0,No,"<span class=""pos pos18"">CAM",69kg,1844.0,29.0
https://cdn.sofifa.net/teams/22/30.png,Left,https://cdn.sofifa.net/flags/de.png,Medium/ High,2.0,Borussia Dortmund,2022,71.0,2.0,180cm,https://cdn.sofifa.net/players/188/802/22_60.png,71.0,Germany,22 M. Schmelzer,188802.0,€975K,Normal (170-185),€27K,2.0,Yes,"<span class=""pos pos29"">RES",74kg,1844.0,33.0
https://cdn.sofifa.net/teams/217/30.png,Left,https://cdn.sofifa.net/flags/fr.png,High/ Medium,3.0,FC Lorient,2023,71.0,1.0,177cm,https://cdn.sofifa.net/players/193/148/23_60.png,71.0,France,V. Le Goff,193148.0,€1.3M,Lean (170-185),€11K,3.0,No,"<span class=""pos pos7"">LB",69kg,1843.0,32.0
https://cdn.sofifa.net/teams/246/30.png,Left,https://cdn.sofifa.net/flags/pe.png,High/ High,2.0,Feyenoord,2026,69.0,1.0,175cm,https://cdn.sofifa.net/players/246/014/23_60.png,75.0,Peru,M. López,246014.0,€2.1M,Normal (170-185),€4K,2.0,No,"<span class=""pos pos28"">SUB",67kg,1843.0,22.0
https://cdn.sofifa.net/teams/468/30.png,Left,https://cdn.sofifa.net/flags/es.png,Medium/ Low,2.0,Elche CF,2025,76.0,1.0,184cm,https://cdn.sofifa.net/players/225/926/23_60.png,76.0,Spain,Pere Milla,225926.0,€7.5M,Lean (170-185),,3.0,No,"<span class=""pos pos26"">LS",72kg,1843.0,29.0
https://cdn.sofifa.net/teams/3/30.png,Right,https://cdn.sofifa.net/flags/ie.png,High/ Medium,4.0,Blackburn Rovers,2025,67.0,1.0,167cm,https://cdn.sofifa.net/players/220/139/23_60.png,69.0,Republic of Ireland,S. Szmodics,220139.0,€1.3M,Lean (170-),€14K,3.0,No,"<span class=""pos pos18"">CAM",64kg,1843.0,26.0
https://cdn.sofifa.net/teams/100634/30.png,Right,https://cdn.sofifa.net/flags/tr.png,,4.0,Heracles Almelo,2023,67.0,1.0,179cm,https://cdn.sofifa.net/players/209/769/22_60.png,67.0,Turkey,22 B. Başaçıkoğlu,209769.0,€1.1M,Normal (170-185),€3K,3.0,No,"<span class=""pos pos28"">SUB",70kg,1843.0,26.0
https://cdn.sofifa.net/teams/1925/30.png,Right,https://cdn.sofifa.net/flags/cd.png,,3.0,Brentford,2025,75.0,1.0,176cm,https://cdn.sofifa.net/players/234/824/23_60.png,76.0,Congo DR,Y. Wissa,234824.0,€6.5M,Lean (170-185),€44K,3.0,Yes,"<span class=""pos pos27"">LW",74kg,1843.0,25.0
https://cdn.sofifa.net/teams/111117/30.png,Left,https://cdn.sofifa.net/flags/fr.png,High/ Medium,4.0,Fatih Karagümrük S.K.,2022,69.0,2.0,177cm,https://cdn.sofifa.net/players/190/014/22_60.png,69.0,France,22 Y. Salibur,190014.0,€1.3M,Normal (170-185),,4.0,No,"<span class=""pos pos28"">SUB",76kg,1843.0,30.0
https://cdn.sofifa.net/teams/39/30.png,Right,https://cdn.sofifa.net/flags/gb-eng.png,Medium/ Medium,4.0,Atalanta,2026,77.0,1.0,174cm,https://cdn.sofifa.net/players/230/899/23_60.png,81.0,England,A. Lookman,230899.0,€15M,Lean (170-185),€39K,4.0,Yes,"<span class=""pos pos29"">RES",71kg,1843.0,24.0
https://cdn.sofifa.net/teams/1795/30.png,Right,https://cdn.sofifa.net/flags/ng.png,Low/ Medium,3.0,Watford,2024,67.0,1.0,178cm,https://cdn.sofifa.net/players/233/048/23_60.png,74.0,Nigeria,T. Dele-Bashiru,233048.0,€2.1M,Normal (170-185),€12K,3.0,Yes,"<span class=""pos pos28"">SUB",68kg,1843.0,22.0
https://cdn.sofifa.net/teams/110178/30.png,Left,https://cdn.sofifa.net/flags/de.png,High/ Medium,3.0,SV Sandhausen,2022,66.0,1.0,175cm,https://cdn.sofifa.net/players/229/701/23_60.png,71.0,Germany,P. Ochs,229701.0,€1.2M,Normal (170-185),€2K,3.0,Yes,"<span class=""pos pos28"">SUB",75kg,1843.0,25.0
https://cdn.sofifa.net/teams/111008/30.png,Left,https://cdn.sofifa.net/flags/ar.png,High/ High,3.0,Club Libertad,2023,75.0,1.0,193cm,https://cdn.sofifa.net/players/229/749/23_60.png,78.0,Argentina,,229749.0,€6.5M,Stocky (185+),€900,2.0,Yes,"<span class=""pos pos6"">LCB",92kg,1843.0,27.0
https://cdn.sofifa.net/teams/110329/30.png,Left,https://cdn.sofifa.net/flags/au.png,High/ Medium,,FC St. Pauli,2022,67.0,1.0,183cm,https://cdn.sofifa.net/players/240/648/23_60.png,76.0,Australia,C. Metcalfe,240648.0,€2.3M,Normal (170-185),€6K,2.0,No,"<span class=""pos pos28"">SUB",70kg,1843.0,22.0
https://cdn.sofifa.net/teams/101147/30.png,Right,https://cdn.sofifa.net/flags/jp.png,Medium/ High,2.0,Kashima Antlers,2023,71.0,1.0,181cm,https://cdn.sofifa.net/players/232/882/22_60.png,75.0,Japan,22 K. Misao,232882.0,€2.4M,Normal (170-185),€6K,3.0,No,"<span class=""pos pos11"">LDM",73kg,,25.0
https://cdn.sofifa.net/teams/523/30.png,Left,https://cdn.sofifa.net/flags/de.png,,3.0,1. FC Saarbrücken,2023,66.0,1.0,182cm,https://cdn.sofifa.net/players/190/671/23_60.png,66.0,Germany,M. Frantz,190671.0,€350K,Normal (170-185),€2K,2.0,Yes,"<span class=""pos pos5"">CB",82kg,,35.0
https://cdn.sofifa.net/teams/100851/30.png,Right,https://cdn.sofifa.net/flags/uy.png,Medium/ Medium,3.0,FC Cartagena,2022,71.0,2.0,175cm,https://cdn.sofifa.net/players/219/712/22_60.png,71.0,Uruguay,22 S. Cristóforo,219712.0,€1.8M,Normal (170-185),€5K,2.0,No,,68kg,1843.0,27.0
https://cdn.sofifa.net/teams/110395/30.png,Right,https://cdn.sofifa.net/flags/ar.png,,3.0,Club Atlético Lanús,2022,69.0,1.0,173cm,https://cdn.sofifa.net/players/242/342/22_60.png,76.0,Argentina,22 G. Lódico,242342.0,€2.8M,Lean (170-185),€7K,3.0,No,"<span class=""pos pos28"">SUB",63kg,1843.0,23.0
https://cdn.sofifa.net/teams/32/30.png,Left,https://cdn.sofifa.net/flags/ec.png,Medium/ Medium,2.0,Bayer 04 Leverkusen,2026,78.0,1.0,183cm,https://cdn.sofifa.net/players/256/197/23_60.png,85.0,Ecuador,P. Hincapié,256197.0,€26.5M,Normal (170-185),€33K,3.0,Yes,"<span class=""pos pos7"">LB",66kg,1842.0,20.0
https://cdn.sofifa.net/teams/68/30.png,Right,https://cdn.sofifa.net/flags/ge.png,High/ Medium,3.0,FC Metz,2025,69.0,1.0,178cm,https://cdn.sofifa.net/players/254/551/23_60.png,78.0,Georgia,G. Mikautadze,254551.0,€3.2M,Normal (170-185),€4K,4.0,No,"<span class=""pos pos18"">CAM",72kg,1842.0,21.0
https://cdn.sofifa.net/teams/325/30.png,Left,https://cdn.sofifa.net/flags/tr.png,High/ Medium,2.0,Galatasaray SK,2024,72.0,1.0,174cm,https://cdn.sofifa.net/players/239/045/23_60.png,72.0,Turkey,E. Kılınç,239045.0,€2.5M,Lean (170-185),€40K,3.0,No,"<span class=""pos pos28"">SUB",68kg,1842.0,27.0
https://cdn.sofifa.net/teams/694/30.png,Right,https://cdn.sofifa.net/flags/co.png,Medium/ Low,2.0,Colorado Rapids,2022,72.0,1.0,162cm,https://cdn.sofifa.net/players/221/306/23_60.png,72.0,Colombia,M. Barrios,221306.0,€1.9M,Normal (170-),€7K,3.0,Yes,"<span class=""pos pos12"">RM",65kg,1842.0,31.0
https://cdn.sofifa.net/teams/1516/30.png,Right,https://cdn.sofifa.net/flags/br.png,High/ High,3.0,FC Midtjylland,2026,67.0,1.0,186cm,https://cdn.sofifa.net/players/238/317/23_60.png,70.0,Brazil,Charles,238317.0,€1.3M,Normal (185+),€9K,3.0,No,"<span class=""pos pos28"">SUB",80kg,1842.0,26.0
https://cdn.sofifa.net/teams/1745/30.png,Right,https://cdn.sofifa.net/flags/es.png,Medium/ Medium,3.0,Como,2024,73.0,4.0,179cm,https://cdn.sofifa.net/players/162/895/23_60.png,73.0,Spain,Cesc Fàbregas,162895.0,€1.2M,Normal (170-),€3K,3.0,Yes,"<span class=""pos pos13"">RCM",76kg,1842.0,35.0
https://cdn.sofifa.net/teams/101151/30.png,Right,https://cdn.sofifa.net/flags/jp.png,High/ Medium,4.0,Yokohama F. Marinos,2021,65.0,1.0,,https://cdn.sofifa.net/players/204/946/21_60.png,65.0,Japan,21 Y. Otsu,204946.0,€675K,Lean (170-185),€3K,2.0,No,"<span class=""pos pos28"">SUB",73kg,1842.0,30.0
https://cdn.sofifa.net/teams/110588/30.png,,https://cdn.sofifa.net/flags/ma.png,High/ Medium,4.0,1. FC Magdeburg,2022,69.0,1.0,176cm,https://cdn.sofifa.net/players/234/740/23_60.png,72.0,Morocco,M. El Hankouri,234740.0,€1.8M,Lean (170-185),€6K,4.0,No,"<span class=""pos pos3"">RB",70kg,1842.0,25.0
https://cdn.sofifa.net/teams/1933/30.png,Right,https://cdn.sofifa.net/flags/gb-eng.png,Medium/ High,3.0,Wycombe Wanderers,2023,67.0,1.0,178cm,https://cdn.sofifa.net/players/203/138/23_60.png,67.0,England,J. Scowen,203138.0,€875K,Lean (170-185),€4K,2.0,No,"<span class=""pos pos11"">LDM",74kg,1842.0,29.0
https://cdn.sofifa.net/teams/18/30.png,Left,,Medium/ Medium,3.0,Tottenham Hotspur,2024,64.0,1.0,178cm,https://cdn.sofifa.net/players/245/903/23_60.png,80.0,England,H. White,245903.0,€1.5M,Lean (170-185),€11K,3.0,No,"<span class=""pos pos29"">RES",70kg,1842.0,20.0
https://cdn.sofifa.net/teams/468/30.png,Right,https://cdn.sofifa.net/flags/ar.png,High/ Medium,3.0,Elche CF,2026,74.0,1.0,180cm,,79.0,Argentina,E. Ponce,220715.0,€6.5M,Stocky (170-185),€19K,3.0,No,"<span class=""pos pos28"">SUB",80kg,1842.0,25.0
https://cdn.sofifa.net/teams/7/30.png,Right,https://cdn.sofifa.net/flags/gb-eng.png,High/ Medium,4.0,Everton,2024,77.0,2.0,183cm,https://cdn.sofifa.net/players/220/633/23_60.png,78.0,England,D. Gray,220633.0,€12.5M,Lean (170-185),€40K,4.0,Yes,"<span class=""pos pos28"">SUB",75kg,1842.0,26.0
https://cdn.sofifa.net/teams/1915/30.png,Left,https://cdn.sofifa.net/flags/sk.png,High/ High,3.0,FC Groningen,2026,71.0,1.0,173cm,https://cdn.sofifa.net/players/255/233/23_60.png,80.0,Slovakia,T. Suslov,255233.0,€4.1M,Stocky (170-185),€5K,3.0,No,"<span class=""pos pos16"">LM",72kg,1842.0,20.0
https://cdn.sofifa.net/teams/219/30.png,Left,https://cdn.sofifa.net/flags/sn.png,Medium/ High,3.0,Olympique de Marseille,2024,76.0,1.0,187cm,https://cdn.sofifa.net/players/241/707/23_60.png,82.0,Senegal,P. Gueye,241707.0,€11M,Lean (185+),€27K,2.0,No,"<span class=""pos pos28"">SUB",79kg,1841.0,23.0
https://cdn.sofifa.net/teams/50/30.png,Right,https://cdn.sofifa.net/flags/it.png,High/ Low,3.0,Parma,2025,69.0,1.0,177cm,https://cdn.sofifa.net/players/220/528/23_60.png,74.0,Italy,G. Tutino,220528.0,€2.1M,Normal (170-185),€3K,3.0,No,"<span class=""pos pos28"">SUB",76kg,1841.0,25.0
https://cdn.sofifa.net/teams/234/30.png,Right,https://cdn.sofifa.net/flags/hr.png,High/ High,3.0,SL Benfica,2027,74.0,1.0,190cm,https://cdn.sofifa.net/players/244/797/23_60.png,81.0,Croatia,P. Musa,244797.0,€8.5M,Normal (185+),€12K,,No,"<span class=""pos pos28"">SUB",82kg,1841.0,24.0
https://cdn.sofifa.net/teams/1796/30.png,Left,https://cdn.sofifa.net/flags/nl.png,High/ Medium,4.0,Burnley,"Jun 30, 2023",70.0,1.0,168cm,https://cdn.sofifa.net/players/248/465/23_60.png,82.0,Netherlands,I. Maatsen,248465.0,€3.7M,Lean (170-),€29K,2.0,No,,57kg,1841.0,20.0
https://cdn.sofifa.net/teams/15/30.png,Right,https://cdn.sofifa.net/flags/gb-eng.png,Medium/ Medium,3.0,Queens Park Rangers,2022,69.0,1.0,177cm,https://cdn.sofifa.net/players/202/113/22_60.png,69.0,England,22 M. Odubajo,202113.0,€1.3M,Normal (170-185),€8K,3.0,Yes,"<span class=""pos pos28"">SUB",72kg,1841.0,27.0
https://cdn.sofifa.net/teams/110827/30.png,Right,https://cdn.sofifa.net/flags/es.png,Medium/ Medium,3.0,Real Oviedo,"Jun 30, 2023",71.0,1.0,170cm,https://cdn.sofifa.net/players/231/749/23_60.png,74.0,Spain,Miguelón,231749.0,€2.3M,Normal (170-),€11K,3.0,No,"<span class=""pos pos3"">RB",67kg,1841.0,26.0
https://cdn.sofifa.net/teams/23/30.png,Left,https://cdn.sofifa.net/flags/at.png,Medium/ Medium,3.0,Borussia Mönchengladbach,2024,,1.0,179cm,https://cdn.sofifa.net/players/236/935/23_60.png,,,H. Wolf,236935.0,€4.7M,Lean (170-185),€17K,3.0,Yes,"<span class=""pos pos28"">SUB",71kg,1841.0,23.0
https://cdn.sofifa.net/teams/110588/30.png,Right,https://cdn.sofifa.net/flags/tr.png,Medium/ Medium,4.0,1. FC Magdeburg,2025,71.0,1.0,170cm,https://cdn.sofifa.net/players/233/520/23_60.png,71.0,Turkey,B. Atik,233520.0,€2M,Lean (170-),€10K,3.0,No,"<span class=""pos pos27"">LW",73kg,1840.0,27.0
https://cdn.sofifa.net/teams/69/30.png,Right,https://cdn.sofifa.net/flags/nl.png,High/ Medium,5.0,AS Monaco,2026,75.0,1.0,183cm,https://cdn.sofifa.net/players/239/956/23_60.png,83.0,Netherlands,M. Boadu,239956.0,€12.5M,Normal (170-185),€34K,3.0,No,"<span class=""pos pos28"">SUB",67kg,1840.0,21.0
https://cdn.sofifa.net/teams/101088/30.png,Left,https://cdn.sofifa.net/flags/ar.png,Medium/ Medium,3.0,Vélez Sarsfield,2023,73.0,1.0,177cm,https://cdn.sofifa.net/players/246/423/23_60.png,81.0,Argentina,L. Orellano,246423.0,€7M,Lean (170-185),€12K,4.0,No,"<span class=""pos pos23"">RW",66kg,1840.0,22.0
https://cdn.sofifa.net/teams/744/30.png,Right,https://cdn.sofifa.net/flags/br.png,High/ High,,Rio Ave FC,2025,70.0,1.0,185cm,https://cdn.sofifa.net/players/252/150/23_60.png,76.0,Brazil,Patrick William,252150.0,€2.2M,Normal (185+),€5K,2.0,No,"<span class=""pos pos6"">LCB",78kg,1840.0,25.0
https://cdn.sofifa.net/teams/46/30.png,Left,https://cdn.sofifa.net/flags/it.png,Medium/ High,3.0,Lazio,2023,82.0,3.0,192cm,https://cdn.sofifa.net/players/199/845/23_60.png,82.0,Italy,F. Acerbi,199845.0,€10M,Normal (185+),€59K,3.0,,"<span class=""pos pos4"">RCB",88kg,1840.0,34.0
https://cdn.sofifa.net/teams/21/30.png,Right,https://cdn.sofifa.net/flags/fr.png,High/ Medium,3.0,FC Bayern München,2026,81.0,2.0,186cm,https://cdn.sofifa.net/players/229/558/23_60.png,87.0,France,D. Upamecano,229558.0,€37M,Stocky (185+),€54K,3.0,Yes,"<span class=""pos pos28"">SUB",90kg,1840.0,23.0
https://cdn.sofifa.net/teams/448/30.png,Left,https://cdn.sofifa.net/flags/es.png,Medium/ High,3.0,Athletic Club de Bilbao,2024,74.0,1.0,191cm,https://cdn.sofifa.net/players/146/947/23_60.png,74.0,Spain,Vesga,146947.0,€4.1M,Lean (185+),€23K,3.0,Yes,"<span class=""pos pos15"">LCM",84kg,1840.0,29.0
https://cdn.sofifa.net/teams/100325/30.png,Right,https://cdn.sofifa.net/flags/mk.png,High/ Medium,4.0,HJK Helsinki,2024,67.0,1.0,189cm,https://cdn.sofifa.net/players/205/138/21_60.png,67.0,North Macedonia,21 F. Hasani,205138.0,€975K,Normal (185+),€500,3.0,No,"<span class=""pos pos29"">RES",76kg,1840.0,30.0
https://cdn.sofifa.net/teams/452/30.png,Right,https://cdn.sofifa.net/flags/be.png,High/ High,3.0,RCD Espanyol de Barcelona,2024,72.0,1.0,185cm,https://cdn.sofifa.net/players/231/745/23_60.png,74.0,Belgium,L. Dimata,231745.0,€3.1M,Stocky (185+),€13K,3.0,No,"<span class=""pos pos28"">SUB",81kg,1840.0,24.0
https://cdn.sofifa.net/teams/112224/30.png,Right,https://cdn.sofifa.net/flags/au.png,Medium/ Medium,3.0,Melbourne City FC,2023,67.0,,178cm,https://cdn.sofifa.net/players/230/888/23_60.png,72.0,Australia,A. O'Neill,230888.0,€1.4M,Normal (170-185),€4K,3.0,Yes,"<span class=""pos pos9"">RDM",70kg,1840.0,23.0
https://cdn.sofifa.net/teams/1884/30.png,Right,https://cdn.sofifa.net/flags/gr.png,Medium/ Medium,2.0,Panathinaikos FC,2024,71.0,1.0,183cm,https://cdn.sofifa.net/players/252/567/23_60.png,81.0,Greece,,252567.0,€3.9M,Lean (170-185),€500,2.0,No,"<span class=""pos pos13"">RCM",71kg,1839.0,20.0
https://cdn.sofifa.net/teams/110/30.png,Left,https://cdn.sofifa.net/flags/pt.png,High/ Medium,4.0,Wolverhampton Wanderers,2027,78.0,1.0,172cm,https://cdn.sofifa.net/players/238/616/23_60.png,85.0,Portugal,Pedro Neto,238616.0,€28.5M,Normal (170-185),€72K,4.0,Yes,"<span class=""pos pos23"">RW",62kg,1839.0,22.0
https://cdn.sofifa.net/teams/278/30.png,Right,https://cdn.sofifa.net/flags/fr.png,Medium/ Medium,3.0,AEK Athens,2025,71.0,1.0,178cm,https://cdn.sofifa.net/players/236/466/23_60.png,73.0,France,C. Michelin,236466.0,€2.2M,Lean (170-185),€750,3.0,No,"<span class=""pos pos28"">SUB",65kg,1839.0,25.0
https://cdn.sofifa.net/teams/175/30.png,Left,https://cdn.sofifa.net/flags/hr.png,Medium/ High,3.0,VfL Wolfsburg,2027,71.0,1.0,186cm,https://cdn.sofifa.net/players/254/928/23_60.png,78.0,Croatia,B. Franjic,254928.0,€3.6M,Lean (185+),€20K,2.0,No,"<span class=""pos pos29"">RES",77kg,1839.0,22.0
https://cdn.sofifa.net/teams/22/30.png,Right,https://cdn.sofifa.net/flags/de.png,Medium/ Medium,3.0,Borussia Dortmund,2026,85.0,3.0,195cm,https://cdn.sofifa.net/players/212/190/23_60.png,87.0,Germany,N. Süle,212190.0,€59M,Stocky (185+),€72K,3.0,Yes,"<span class=""pos pos28"">SUB",99kg,1839.0,26.0
https://cdn.sofifa.net/teams/7/30.png,Right,,Low/ High,4.0,Everton,2026,79.0,1.0,188cm,https://cdn.sofifa.net/players/202/695/23_60.png,79.0,,J. Tarkowski,202695.0,€14.5M,Normal (185+),€45K,2.0,Yes,"<span class=""pos pos6"">LCB",81kg,1839.0,
https://cdn.sofifa.net/teams/74/30.png,Right,https://cdn.sofifa.net/flags/fr.png,Medium/ Medium,3.0,Stade Rennais FC,2025,68.0,1.0,188cm,https://cdn.sofifa.net/players/257/084/23_60.png,81.0,France,L. Ugochukwu,257084.0,€2.8M,Normal (185+),€6K,2.0,No,"<span class=""pos pos28"">SUB",83kg,1839.0,18.0
https://cdn.sofifa.net/teams/1908/30.png,Right,https://cdn.sofifa.net/flags/gr.png,High/ Medium,4.0,FC Twente,"Jun 30, 2023",72.0,1.0,184cm,https://cdn.sofifa.net/players/256/948/23_60.png,80.0,Greece,C. Tzolis,256948.0,€5M,Stocky (170-185),€25K,4.0,Yes,"<span class=""pos pos27"">LW",73kg,1839.0,20.0
https://cdn.sofifa.net/teams/115716/30.png,Left,https://cdn.sofifa.net/flags/ro.png,Medium/ Medium,4.0,FC U Craiova 1948,2024,66.0,1.0,186cm,https://cdn.sofifa.net/players/262/443/23_60.png,74.0,Romania,D. Albu,262443.0,€1.8M,Normal (185+),€3K,2.0,No,"<span class=""pos pos28"">SUB",82kg,1839.0,21.0
https://cdn.sofifa.net/teams/101150/30.png,Right,https://cdn.sofifa.net/flags/jp.png,High/ Low,4.0,FC Tokyo,2023,67.0,1.0,178cm,https://cdn.sofifa.net/players/212/819/22_60.png,67.0,Japan,22 K. Nagai,212819.0,€825K,Normal (170-185),€5K,2.0,Yes,"<span class=""pos pos23"">RW",71kg,1839.0,32.0
https://cdn.sofifa.net/teams/1793/30.png,Right,https://cdn.sofifa.net/flags/ca.png,Medium/ Medium,3.0,Reading,2023,70.0,2.0,173cm,https://cdn.sofifa.net/players/189/462/23_60.png,70.0,Canada,J. Hoilett,189462.0,€1.3M,Normal (170-185),€12K,3.0,Yes,"<span class=""pos pos28"">SUB",70kg,1839.0,32.0
https://cdn.sofifa.net/teams/181/30.png,Left,https://cdn.sofifa.net/flags/gb-sct.png,High/ Medium,3.0,Dundee United,2023,68.0,1.0,191cm,https://cdn.sofifa.net/players/178/417/23_60.png,68.0,Scotland,C. Mulgrew,178417.0,€220K,Normal (185+),€2K,2.0,No,"<span class=""pos pos6"">LCB",80kg,1838.0,36.0
https://cdn.sofifa.net/teams/448/30.png,Left,https://cdn.sofifa.net/flags/es.png,Medium/ Medium,4.0,Athletic Club de Bilbao,2023,71.0,1.0,183cm,https://cdn.sofifa.net/players/258/602/23_60.png,77.0,Spain,Jon Morcillo,258602.0,€3M,Lean (170-185),€14K,4.0,No,"<span class=""pos pos28"">SUB",72kg,1838.0,23.0
https://cdn.sofifa.net/teams/1876/30.png,Right,https://cdn.sofifa.net/flags/ar.png,High/ Low,4.0,River Plate,"Dec 31, 2023",76.0,1.0,167cm,https://cdn.sofifa.net/players/236/007/23_60.png,82.0,Argentina,E. Barco,236007.0,€12M,Normal (170-),€8K,3.0,Yes,"<span class=""pos pos16"">LM",66kg,1838.0,23.0
https://cdn.sofifa.net/teams/1/30.png,Right,https://cdn.sofifa.net/flags/jp.png,Medium/ High,5.0,Arsenal,2026,79.0,1.0,188cm,https://cdn.sofifa.net/players/232/938/23_60.png,,Japan,T. Tomiyasu,232938.0,€26M,Lean (185+),€65K,2.0,No,"<span class=""pos pos28"">SUB",84kg,1838.0,23.0
https://cdn.sofifa.net/teams/4/30.png,Right,https://cdn.sofifa.net/flags/gb-eng.png,High/ Medium,3.0,Bolton Wanderers,2024,66.0,1.0,178cm,https://cdn.sofifa.net/players/221/705/23_60.png,67.0,England,K. Dempsey,221705.0,€1M,Lean (170-185),€4K,3.0,No,,75kg,1838.0,26.0
https://cdn.sofifa.net/teams/1900/30.png,Right,https://cdn.sofifa.net/flags/pt.png,High/ High,3.0,Moreirense FC,2022,70.0,1.0,176cm,https://cdn.sofifa.net/players/211/014/22_60.png,70.0,Portugal,22 Paulinho,211014.0,€1.4M,Normal (170-185),€8K,3.0,No,"<span class=""pos pos3"">RB",70kg,1838.0,29.0
https://cdn.sofifa.net/teams/66/30.png,Left,https://cdn.sofifa.net/flags/fr.png,Medium/ Medium,2.0,Olympique Lyonnais,2025,76.0,1.0,184cm,https://cdn.sofifa.net/players/262/138/23_60.png,86.0,France,C. Lukeba,262138.0,€15M,Lean (170-185),€25K,2.0,No,"<span class=""pos pos6"">LCB",73kg,1838.0,19.0
