ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Best Position,Best Overall Rating,Release Clause,DefensiveAwareness
184941, A. Sánchez,31,https://cdn.sofifa.com/players/184/941/20_60.png,Chile,https://cdn.sofifa.com/flags/cl.png,80,80,Inter,https://cdn.sofifa.com/teams/44/light_30.png,€13M,€105K,2103,Right,4.0,3.0,4.0,High/ High,PLAYER_BODY_TYPE_302,Yes,"<span class=""pos pos28"">SUB",7.0,"Aug 7, 2020",nan,2023,5'6,137lbs,77.0,76.0,68.0,76.0,83.0,85.0,79.0,78.0,74.0,84.0,81.0,77.0,86.0,79.0,87.0,81.0,85.0,68.0,68.0,77.0,76.0,46.0,82.0,79.0,74.0,77.0,nan,44.0,35.0,10.0,10.0,15.0,12.0,13.0,LW,80.0,€21.5M,38.0
240754, Y. Atal,24,https://cdn.sofifa.com/players/240/754/20_60.png,Algeria,https://cdn.sofifa.com/flags/dz.png,79,85,OGC Nice,https://cdn.sofifa.com/teams/72/light_30.png,€15.5M,€32K,2102,Right,1.0,5.0,4.0,High/ Medium,Lean (170-185),No,"<span class=""pos pos3"">RB",20.0,"Jul 17, 2018",nan,2023,5'9,146lbs,75.0,73.0,64.0,75.0,68.0,83.0,69.0,51.0,71.0,80.0,92.0,91.0,80.0,78.0,79.0,70.0,71.0,76.0,68.0,63.0,78.0,74.0,75.0,72.0,59.0,76.0,nan,76.0,75.0,11.0,12.0,8.0,9.0,7.0,RM,81.0,€32.6M,69.0
223959, L. Torreira,24,https://cdn.sofifa.com/players/223/959/20_60.png,Uruguay,https://cdn.sofifa.com/flags/uy.png,81,85,Arsenal,https://cdn.sofifa.com/teams/1/light_30.png,€21M,€74K,2102,Right,2.0,3.0,3.0,Medium/ High,Normal (170-),Yes,"<span class=""pos pos29"">RES",11.0,"Jul 12, 2018",nan,2023,5'6,143lbs,71.0,61.0,59.0,80.0,65.0,77.0,70.0,72.0,75.0,79.0,76.0,72.0,85.0,78.0,90.0,78.0,52.0,83.0,67.0,74.0,86.0,83.0,68.0,74.0,48.0,78.0,nan,83.0,77.0,5.0,5.0,13.0,7.0,9.0,CDM,82.0,€41.5M,80.0
193525, Mário Fernandes,29,https://cdn.sofifa.com/players/193/525/20_60.png,Russia,https://cdn.sofifa.com/flags/ru.png,82,82,PFC CSKA Moscow,https://cdn.sofifa.com/teams/315/light_30.png,€18.5M,€59K,2102,Right,2.0,3.0,3.0,High/ Medium,Lean (185+),No,"<span class=""pos pos3"">RB",2.0,"Jul 1, 2012",nan,2022,6'2,176lbs,76.0,56.0,72.0,82.0,58.0,80.0,66.0,39.0,71.0,79.0,79.0,84.0,79.0,80.0,61.0,71.0,84.0,87.0,75.0,60.0,77.0,76.0,76.0,73.0,53.0,76.0,nan,81.0,83.0,12.0,13.0,14.0,13.0,12.0,RWB,82.0,€29.6M,80.0
230183, Gazzolisco,20,https://cdn.sofifa.com/players/230/183/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,78,78,Internacional,https://cdn.sofifa.com/teams/1048/light_30.png,€10M,€20K,2101,Left,1.0,5.0,3.0,High/ High,Normal (185+),No,"<span class=""pos pos7"">LB",13.0,"Jan 1, 2019",nan,2023,6'1,161lbs,76.0,54.0,77.0,77.0,71.0,71.0,81.0,77.0,67.0,72.0,77.0,80.0,68.0,72.0,58.0,84.0,78.0,89.0,67.0,77.0,94.0,67.0,57.0,56.0,77.0,77.0,nan,77.0,75.0,9.0,16.0,8.0,8.0,10.0,LB,78.0,€19M,74.0
228251, L. Pellegrini,24,https://cdn.sofifa.com/players/228/251/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,79,84,Roma,https://cdn.sofifa.com/teams/52/light_30.png,€17M,€500,2101,Right,2.0,3.0,3.0,Medium/ Medium,Normal (185+),Yes,"<span class=""pos pos22"">LF",7.0,"Jul 1, 2017",nan,2022,6'1,170lbs,74.0,67.0,71.0,86.0,69.0,77.0,70.0,69.0,81.0,81.0,75.0,75.0,69.0,76.0,70.0,76.0,67.0,73.0,66.0,74.0,71.0,70.0,75.0,83.0,67.0,80.0,nan,74.0,72.0,12.0,7.0,10.0,13.0,11.0,CAM,81.0,€37M,70.0
214997, A. Correa,25,https://cdn.sofifa.com/players/214/997/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,82,85,Atlético Madrid,https://cdn.sofifa.com/teams/240/light_30.png,€28M,€65K,2101,Right,1.0,4.0,4.0,High/ Medium,Normal (170-185),Yes,"<span class=""pos pos12"">RM",10.0,"Dec 13, 2014",nan,2024,5'7,154lbs,74.0,82.0,67.0,77.0,79.0,87.0,82.0,65.0,65.0,87.0,86.0,82.0,89.0,82.0,87.0,80.0,49.0,79.0,64.0,83.0,78.0,48.0,83.0,80.0,55.0,76.0,nan,53.0,44.0,13.0,10.0,9.0,8.0,16.0,CAM,84.0,€59.5M,58.0
212404, F. Bernardeschi,26,https://cdn.sofifa.com/players/212/404/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,80,82,Juventus,https://cdn.sofifa.com/teams/45/light_30.png,€18M,€81K,2100,Left,2.0,3.0,5.0,High/ Medium,Lean (185+),Yes,"<span class=""pos pos28"">SUB",33.0,"Jul 24, 2017",nan,2022,6'1,170lbs,81.0,68.0,54.0,83.0,74.0,84.0,82.0,80.0,71.0,84.0,81.0,79.0,85.0,78.0,79.0,82.0,49.0,77.0,66.0,82.0,52.0,66.0,78.0,79.0,72.0,78.0,nan,54.0,50.0,14.0,15.0,10.0,13.0,12.0,CAM,82.0,€31.1M,66.0
192318, 20 M. Götze,27,https://cdn.sofifa.com/players/192/318/20_60.png,Germany,https://cdn.sofifa.com/flags/de.png,80,80,Borussia Dortmund,https://cdn.sofifa.com/teams/22/light_30.png,€16M,€84K,2099,Right,4.0,4.0,4.0,High/ Medium,Normal (170-185),Yes,"<span class=""pos pos28"">SUB",10.0,"Aug 1, 2016",nan,2020,5'9,165lbs,82.0,76.0,48.0,86.0,85.0,85.0,81.0,72.0,81.0,88.0,71.0,69.0,79.0,84.0,83.0,76.0,58.0,77.0,71.0,70.0,59.0,66.0,79.0,86.0,79.0,87.0,nan,42.0,53.0,14.0,7.0,12.0,6.0,10.0,CAM,82.0,€27.2M,64.0
198710, J. Rodríguez,28,https://cdn.sofifa.com/players/198/710/20_60.png,Colombia,https://cdn.sofifa.com/flags/co.png,82,82,Everton,https://cdn.sofifa.com/teams/7/light_30.png,€22.5M,€105K,2099,Left,4.0,2.0,4.0,Medium/ Medium,Normal (170-185),Yes,"<span class=""pos pos23"">RW",19.0,"Sep 7, 2020",nan,2022,5'11,165lbs,90.0,84.0,62.0,83.0,90.0,86.0,89.0,86.0,81.0,90.0,55.0,52.0,78.0,84.0,76.0,86.0,46.0,65.0,64.0,92.0,60.0,55.0,80.0,83.0,81.0,87.0,nan,41.0,44.0,15.0,15.0,15.0,5.0,14.0,CAM,82.0,€42.8M,52.0
230251, Melvin Parrela,20,https://cdn.sofifa.com/players/230/251/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,79,79,Coritiba,https://cdn.sofifa.com/teams/111044/light_30.png,€12.5M,€19K,2099,Right,1.0,3.0,2.0,Medium/ Medium,Normal (185+),No,"<span class=""pos pos9"">RDM",17.0,"Jan 1, 2019",nan,2023,6'2,194lbs,52.0,68.0,83.0,78.0,67.0,72.0,64.0,68.0,72.0,74.0,62.0,78.0,67.0,75.0,69.0,75.0,71.0,87.0,82.0,70.0,84.0,72.0,67.0,72.0,72.0,76.0,nan,84.0,77.0,15.0,7.0,16.0,9.0,8.0,CB,80.0,€23.8M,82.0
222665, M. Ødegaard,21,https://cdn.sofifa.com/players/222/665/20_60.png,Norway,https://cdn.sofifa.com/flags/no.png,83,89,Real Madrid,https://cdn.sofifa.com/teams/243/light_30.png,€36M,€135K,2099,Left,3.0,2.0,5.0,Medium/ Medium,Lean (170-185),No,"<span class=""pos pos28"">SUB",21.0,"Apr 29, 2015",nan,2023,5'10,150lbs,84.0,74.0,52.0,83.0,73.0,86.0,81.0,83.0,81.0,85.0,80.0,77.0,85.0,74.0,83.0,76.0,46.0,80.0,55.0,78.0,64.0,65.0,77.0,87.0,63.0,76.0,nan,49.0,51.0,14.0,15.0,15.0,8.0,10.0,CAM,85.0,€81M,65.0
230481, Ronaldo Cabrais,28,https://cdn.sofifa.com/players/230/481/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,83,83,Grêmio,https://cdn.sofifa.com/teams/1629/light_30.png,€26M,€49K,2098,Right,1.0,4.0,4.0,Medium/ Low,Normal (170-185),No,"<span class=""pos pos23"">RW",34.0,"Jan 1, 2019",nan,2023,5'10,165lbs,83.0,74.0,64.0,83.0,76.0,85.0,86.0,78.0,82.0,83.0,90.0,87.0,86.0,84.0,71.0,82.0,69.0,88.0,68.0,78.0,62.0,40.0,82.0,83.0,77.0,81.0,nan,35.0,33.0,12.0,12.0,13.0,15.0,13.0,RM,84.0,€49.4M,24.0
200610, K. Volland,27,https://cdn.sofifa.com/players/200/610/20_60.png,Germany,https://cdn.sofifa.com/flags/de.png,81,81,AS Monaco,https://cdn.sofifa.com/teams/69/light_30.png,€19M,€68K,2097,Left,2.0,4.0,3.0,High/ High,Stocky (170-185),Yes,"<span class=""pos pos28"">SUB",31.0,"Sep 2, 2020",nan,2024,5'10,187lbs,78.0,84.0,71.0,81.0,83.0,79.0,79.0,80.0,72.0,79.0,76.0,70.0,74.0,82.0,82.0,87.0,76.0,88.0,84.0,84.0,80.0,45.0,82.0,81.0,72.0,80.0,nan,50.0,33.0,8.0,7.0,9.0,7.0,12.0,ST,81.0,€36.1M,22.0
192598, Ai Kesen,30,https://cdn.sofifa.com/players/192/598/20_60.png,China PR,https://cdn.sofifa.com/flags/cn.png,79,79,Guangzhou Evergrande Taobao FC,https://cdn.sofifa.com/teams/111839/light_30.png,€12M,€32K,2097,Right,2.0,4.0,4.0,High/ High,Stocky (170-185),No,"<span class=""pos pos23"">RW",11.0,nan,nan,nan,5'11,170lbs,67.0,80.0,72.0,75.0,76.0,78.0,76.0,80.0,66.0,79.0,87.0,80.0,83.0,75.0,87.0,86.0,83.0,80.0,81.0,72.0,68.0,56.0,77.0,78.0,85.0,76.0,nan,45.0,35.0,9.0,16.0,7.0,8.0,7.0,ST,79.0,€19.2M,43.0
208670, H. Ziyech,27,https://cdn.sofifa.com/players/208/670/20_60.png,Morocco,https://cdn.sofifa.com/flags/ma.png,85,86,Chelsea,https://cdn.sofifa.com/teams/5/light_30.png,€44M,€140K,2096,Left,3.0,2.0,5.0,High/ High,PLAYER_BODY_TYPE_250,Yes,"<span class=""pos pos28"">SUB",22.0,"Jul 1, 2020",nan,2025,5'11,143lbs,88.0,73.0,53.0,86.0,74.0,83.0,90.0,78.0,89.0,85.0,83.0,77.0,85.0,84.0,78.0,83.0,37.0,80.0,59.0,77.0,73.0,52.0,82.0,89.0,67.0,79.0,nan,56.0,40.0,11.0,7.0,11.0,8.0,14.0,CAM,85.0,€86.9M,44.0
211256, N. Tagliafico,27,https://cdn.sofifa.com/players/211/256/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,84,84,Ajax,https://cdn.sofifa.com/teams/245/light_30.png,€27.5M,€27K,2096,Left,3.0,2.0,3.0,High/ High,Normal (170-185),No,"<span class=""pos pos7"">LB",31.0,"Jan 5, 2018",nan,2022,5'8,143lbs,82.0,57.0,84.0,78.0,44.0,73.0,68.0,40.0,67.0,77.0,81.0,82.0,77.0,84.0,82.0,66.0,90.0,85.0,73.0,47.0,84.0,82.0,70.0,69.0,46.0,82.0,nan,80.0,81.0,13.0,9.0,10.0,15.0,16.0,LB,84.0,€38.5M,84.0
201262, V. Darida,29,https://cdn.sofifa.com/players/201/262/20_60.png,Czech Republic,https://cdn.sofifa.com/flags/cz.png,77,77,Hertha BSC,https://cdn.sofifa.com/teams/166/light_30.png,€8.5M,€45K,2095,Right,2.0,4.0,3.0,High/ High,Lean (170-185),Yes,"<span class=""pos pos13"">RCM",6.0,"Jul 18, 2015",nan,2023,5'8,148lbs,70.0,67.0,60.0,77.0,65.0,80.0,78.0,69.0,75.0,79.0,69.0,64.0,78.0,75.0,85.0,75.0,76.0,97.0,48.0,76.0,56.0,69.0,72.0,74.0,76.0,79.0,nan,74.0,65.0,16.0,14.0,16.0,14.0,14.0,CM,77.0,€14.5M,72.0
202556, M. Depay,26,https://cdn.sofifa.com/players/202/556/20_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,85,88,Olympique Lyonnais,https://cdn.sofifa.com/teams/66/light_30.png,€48.5M,€115K,2095,Right,3.0,3.0,5.0,High/ Low,Stocky (170-185),Yes,"<span class=""pos pos24"">RS",10.0,"Jan 20, 2017",nan,2021,5'9,172lbs,83.0,83.0,65.0,81.0,74.0,85.0,85.0,86.0,74.0,84.0,85.0,87.0,80.0,82.0,79.0,87.0,76.0,81.0,81.0,83.0,75.0,28.0,84.0,84.0,73.0,78.0,nan,31.0,20.0,8.0,14.0,6.0,12.0,10.0,CAM,86.0,€95.8M,29.0
211241, Rubén Peña,28,https://cdn.sofifa.com/players/211/241/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,80,80,Villarreal CF,https://cdn.sofifa.com/teams/483/light_30.png,€12.5M,€37K,2095,Right,1.0,3.0,4.0,High/ Low,Normal (170-),Yes,"<span class=""pos pos28"">SUB",20.0,"Jul 4, 2019",nan,2024,5'7,143lbs,81.0,71.0,72.0,77.0,66.0,82.0,59.0,56.0,66.0,81.0,78.0,86.0,78.0,78.0,85.0,75.0,69.0,78.0,66.0,66.0,63.0,72.0,78.0,65.0,64.0,72.0,nan,78.0,79.0,7.0,11.0,10.0,16.0,10.0,RB,80.0,€26.3M,72.0
186190, P. van Aanholt,29,https://cdn.sofifa.com/players/186/190/20_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,77,77,Crystal Palace,https://cdn.sofifa.com/teams/1799/light_30.png,€7.5M,€50K,2094,Left,1.0,4.0,3.0,High/ Low,Lean (170-185),Yes,"<span class=""pos pos28"">SUB",3.0,"Jan 30, 2017",nan,2021,5'9,148lbs,69.0,66.0,61.0,73.0,60.0,76.0,72.0,76.0,74.0,77.0,85.0,87.0,78.0,74.0,76.0,76.0,90.0,79.0,63.0,69.0,75.0,69.0,74.0,68.0,60.0,67.0,nan,75.0,76.0,9.0,15.0,7.0,8.0,6.0,LB,77.0,€14.3M,71.0
181783, 20 M. Mandžukić,33,https://cdn.sofifa.com/players/181/783/20_60.png,Croatia,https://cdn.sofifa.com/flags/hr.png,83,83,Juventus,https://cdn.sofifa.com/teams/45/light_30.png,€16.5M,€140K,2094,Right,3.0,3.0,3.0,High/ High,Lean (185+),Yes,"<span class=""pos pos28"">SUB",17.0,"Jul 1, 2015",nan,2021,6'3,187lbs,72.0,83.0,90.0,75.0,84.0,75.0,64.0,49.0,67.0,79.0,61.0,73.0,65.0,88.0,55.0,83.0,85.0,79.0,87.0,61.0,88.0,66.0,87.0,74.0,75.0,80.0,nan,64.0,60.0,10.0,8.0,5.0,8.0,15.0,ST,81.0,€27.2M,59.0
199564, Sergi Roberto,28,https://cdn.sofifa.com/players/199/564/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,83,83,FC Barcelona,https://cdn.sofifa.com/teams/241/light_30.png,€22M,€175K,2094,Right,3.0,3.0,4.0,High/ Medium,Lean (170-185),Yes,"<span class=""pos pos3"">RB",20.0,"Jul 1, 2013",nan,2022,5'10,150lbs,83.0,63.0,72.0,84.0,50.0,78.0,78.0,60.0,78.0,82.0,75.0,79.0,69.0,80.0,74.0,65.0,43.0,92.0,69.0,66.0,68.0,79.0,69.0,83.0,57.0,76.0,nan,79.0,78.0,14.0,16.0,11.0,15.0,10.0,RB,83.0,€45.1M,75.0
211688, Gayà,25,https://cdn.sofifa.com/players/211/688/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,83,88,Valencia CF,https://cdn.sofifa.com/teams/461/light_30.png,€30.5M,€46K,2094,Left,2.0,3.0,4.0,High/ Medium,Lean (170-185),Yes,"<span class=""pos pos7"">LB",14.0,"Sep 13, 2012",nan,2023,5'8,146lbs,81.0,61.0,58.0,82.0,58.0,79.0,80.0,49.0,75.0,82.0,81.0,86.0,81.0,83.0,79.0,62.0,53.0,84.0,63.0,59.0,76.0,80.0,77.0,75.0,52.0,76.0,nan,82.0,84.0,13.0,10.0,9.0,12.0,9.0,LWB,84.0,€66.3M,79.0
221832, L. Olaza,25,https://cdn.sofifa.com/players/221/832/20_60.png,Uruguay,https://cdn.sofifa.com/flags/uy.png,77,80,RC Celta,https://cdn.sofifa.com/teams/450/light_30.png,€10M,€21K,2093,Left,1.0,3.0,3.0,High/ Medium,Normal (170-185),No,"<span class=""pos pos7"">LB",15.0,nan,"<a href=""/team/1877/boca-juniors/"">Boca Juniors</a>","Jun 30, 2021",5'9,150lbs,78.0,65.0,65.0,77.0,59.0,73.0,76.0,80.0,64.0,78.0,77.0,76.0,70.0,67.0,77.0,81.0,66.0,75.0,68.0,78.0,70.0,73.0,77.0,69.0,72.0,72.0,nan,80.0,79.0,8.0,14.0,11.0,11.0,12.0,LB,77.0,nan,67.0
231866, Rodri,24,https://cdn.sofifa.com/players/231/866/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,85,88,Manchester City,https://cdn.sofifa.com/teams/10/light_30.png,€44M,€145K,2093,Right,2.0,4.0,3.0,Medium/ High,Normal (185+),Yes,"<span class=""pos pos10"">CDM",16.0,"Jul 4, 2019",nan,2024,6'3,181lbs,63.0,64.0,75.0,85.0,59.0,76.0,65.0,54.0,82.0,82.0,66.0,65.0,68.0,82.0,69.0,74.0,69.0,84.0,79.0,76.0,76.0,83.0,75.0,82.0,46.0,85.0,nan,84.0,78.0,10.0,10.0,7.0,14.0,8.0,CDM,85.0,€84.7M,83.0
200949, Lucas Moura,27,https://cdn.sofifa.com/players/200/949/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,83,83,Tottenham Hotspur,https://cdn.sofifa.com/teams/18/light_30.png,€27M,€120K,2093,Right,3.0,4.0,4.0,High/ Medium,PLAYER_BODY_TYPE_363,Yes,"<span class=""pos pos12"">RM",27.0,"Jan 31, 2018",nan,2024,5'9,154lbs,73.0,79.0,62.0,74.0,72.0,88.0,71.0,70.0,70.0,85.0,95.0,89.0,93.0,81.0,92.0,80.0,92.0,75.0,58.0,76.0,72.0,50.0,80.0,70.0,74.0,82.0,nan,43.0,44.0,9.0,10.0,14.0,7.0,14.0,RM,83.0,€51.3M,31.0
202642, Fernando,28,https://cdn.sofifa.com/players/202/642/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,79,80,Beijing Sinobo Guoan FC,https://cdn.sofifa.com/teams/111768/light_30.png,€12.5M,€24K,2092,Right,1.0,3.0,4.0,Medium/ Medium,Stocky (170-185),No,"<span class=""pos pos13"">RCM",11.0,"Feb 28, 2020",nan,2022,5'8,146lbs,63.0,63.0,62.0,81.0,45.0,70.0,82.0,84.0,82.0,76.0,73.0,76.0,74.0,73.0,81.0,79.0,80.0,80.0,71.0,76.0,80.0,80.0,47.0,75.0,61.0,70.0,nan,78.0,77.0,16.0,9.0,13.0,8.0,6.0,CDM,79.0,€20.9M,71.0
186395, M. Ritchie,30,https://cdn.sofifa.com/players/186/395/20_60.png,Scotland,https://cdn.sofifa.com/flags/gb-sct.png,77,77,Newcastle United,https://cdn.sofifa.com/teams/13/light_30.png,€8.5M,€40K,2092,Left,1.0,4.0,4.0,High/ High,Normal (170-185),Yes,"<span class=""pos pos28"">SUB",11.0,"Jul 1, 2016",nan,2023,5'8,168lbs,82.0,72.0,39.0,77.0,75.0,77.0,78.0,71.0,72.0,76.0,74.0,69.0,71.0,77.0,83.0,76.0,70.0,76.0,60.0,77.0,82.0,68.0,76.0,76.0,72.0,73.0,nan,69.0,67.0,15.0,8.0,11.0,14.0,13.0,RM,77.0,€16.2M,69.0
183498, M. Parolo,35,https://cdn.sofifa.com/players/183/498/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,79,79,Lazio,https://cdn.sofifa.com/teams/46/light_30.png,€4M,€40K,2092,Right,2.0,4.0,3.0,High/ High,Lean (170-185),No,"<span class=""pos pos28"">SUB",16.0,"Jul 1, 2014",nan,2021,6'0,165lbs,70.0,70.0,75.0,78.0,76.0,75.0,67.0,55.0,79.0,78.0,64.0,52.0,63.0,80.0,71.0,87.0,77.0,75.0,69.0,84.0,80.0,80.0,82.0,78.0,45.0,78.0,nan,79.0,80.0,13.0,9.0,6.0,7.0,9.0,CDM,79.0,€6.8M,79.0
201953, J. Sánchez Miño,30,https://cdn.sofifa.com/players/201/953/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,75,75,Elche CF,https://cdn.sofifa.com/teams/468/light_30.png,€5.5M,€18K,2092,Left,1.0,2.0,4.0,High/ Medium,Normal (170-185),Yes,"<span class=""pos pos28"">SUB",3.0,"Sep 16, 2020",nan,2021,5'10,172lbs,82.0,68.0,64.0,78.0,64.0,76.0,77.0,71.0,75.0,76.0,71.0,72.0,73.0,72.0,69.0,78.0,64.0,78.0,69.0,78.0,71.0,72.0,74.0,78.0,68.0,74.0,nan,74.0,68.0,12.0,13.0,11.0,14.0,9.0,CM,76.0,€12.1M,73.0
218868, A. Silva,30,https://cdn.sofifa.com/players/218/868/20_60.png,Uruguay,https://cdn.sofifa.com/flags/uy.png,75,75,Olimpia Asunción,https://cdn.sofifa.com/teams/101108/light_30.png,€6.5M,€500,2092,Right,1.0,4.0,4.0,High/ High,Lean (170-185),No,"<span class=""pos pos12"">RM",3.0,"Jan 7, 2019",nan,2025,5'10,150lbs,74.0,63.0,65.0,74.0,52.0,78.0,70.0,67.0,69.0,76.0,87.0,88.0,84.0,73.0,83.0,70.0,76.0,91.0,64.0,67.0,75.0,66.0,73.0,74.0,66.0,71.0,nan,68.0,65.0,12.0,15.0,14.0,13.0,11.0,RM,76.0,€14.3M,69.0
173306, C. Ansaldi,33,https://cdn.sofifa.com/players/173/306/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,78,78,Torino,https://cdn.sofifa.com/teams/54/light_30.png,€6.5M,€45K,2091,Right,2.0,5.0,4.0,High/ High,Normal (170-185),No,"<span class=""pos pos7"">LB",15.0,"Jul 1, 2019",nan,2021,5'11,168lbs,82.0,57.0,65.0,79.0,68.0,82.0,80.0,47.0,76.0,81.0,78.0,78.0,76.0,79.0,68.0,73.0,69.0,77.0,64.0,69.0,78.0,76.0,71.0,75.0,52.0,81.0,nan,79.0,79.0,15.0,15.0,11.0,8.0,8.0,RWB,79.0,€11.1M,76.0
190460, C. Eriksen,28,https://cdn.sofifa.com/players/190/460/20_60.png,Denmark,https://cdn.sofifa.com/flags/dk.png,85,85,Inter,https://cdn.sofifa.com/teams/44/light_30.png,€39M,€155K,2090,Right,3.0,5.0,4.0,High/ High,PLAYER_BODY_TYPE_299,Yes,"<span class=""pos pos28"">SUB",24.0,"Jan 28, 2020",nan,2024,5'11,168lbs,86.0,77.0,52.0,90.0,80.0,77.0,89.0,85.0,87.0,90.0,74.0,70.0,77.0,84.0,80.0,84.0,49.0,92.0,56.0,89.0,46.0,56.0,82.0,90.0,67.0,86.0,nan,57.0,22.0,9.0,14.0,7.0,7.0,6.0,CAM,85.0,€64.4M,59.0
172962, V. Moses,29,https://cdn.sofifa.com/players/172/962/20_60.png,Nigeria,https://cdn.sofifa.com/flags/ng.png,78,78,Chelsea,https://cdn.sofifa.com/teams/5/light_30.png,€10M,€84K,2090,Right,2.0,4.0,4.0,Medium/ Medium,Normal (170-185),Yes,"<span class=""pos pos29"">RES",31.0,"Aug 24, 2012",nan,2021,5'10,170lbs,76.0,67.0,70.0,76.0,64.0,82.0,75.0,61.0,70.0,81.0,77.0,76.0,75.0,76.0,79.0,74.0,66.0,79.0,68.0,69.0,62.0,73.0,72.0,72.0,75.0,75.0,nan,74.0,71.0,9.0,7.0,8.0,16.0,16.0,RM,78.0,€19M,74.0
225646, C. Mayada,29,https://cdn.sofifa.com/players/225/646/20_60.png,Uruguay,https://cdn.sofifa.com/flags/uy.png,74,74,Atlético de San Luis,https://cdn.sofifa.com/teams/112678/light_30.png,€4.8M,€14K,2090,Right,1.0,3.0,3.0,High/ Medium,Normal (170-185),No,"<span class=""pos pos8"">LWB",18.0,"Jul 1, 2019",nan,2022,5'9,161lbs,67.0,59.0,63.0,70.0,64.0,72.0,70.0,66.0,69.0,72.0,92.0,91.0,81.0,75.0,76.0,73.0,76.0,94.0,73.0,70.0,69.0,76.0,65.0,74.0,65.0,74.0,nan,71.0,68.0,12.0,15.0,9.0,10.0,14.0,CDM,75.0,€8.2M,69.0
213874, Thiago Mendes,28,https://cdn.sofifa.com/players/213/874/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,77,77,Olympique Lyonnais,https://cdn.sofifa.com/teams/66/light_30.png,€9M,€58K,2090,Right,1.0,3.0,3.0,Medium/ High,Normal (170-185),No,"<span class=""pos pos28"">SUB",23.0,"Jul 3, 2019",nan,2023,5'10,176lbs,67.0,60.0,59.0,80.0,60.0,76.0,67.0,75.0,79.0,80.0,69.0,75.0,76.0,78.0,76.0,78.0,69.0,85.0,69.0,75.0,77.0,80.0,68.0,75.0,60.0,78.0,nan,74.0,72.0,14.0,9.0,12.0,13.0,8.0,CDM,78.0,€17.1M,75.0
199823, Campaña,27,https://cdn.sofifa.com/players/199/823/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,80,81,Levante UD,https://cdn.sofifa.com/teams/1853/light_30.png,€16.5M,€31K,2090,Right,1.0,3.0,4.0,Medium/ Medium,Normal (170-185),Yes,"<span class=""pos pos13"">RCM",24.0,"Aug 15, 2016",nan,2023,5'10,154lbs,77.0,73.0,65.0,84.0,64.0,80.0,82.0,78.0,81.0,84.0,65.0,62.0,68.0,78.0,75.0,75.0,61.0,82.0,71.0,76.0,63.0,72.0,73.0,85.0,69.0,83.0,nan,71.0,62.0,8.0,11.0,6.0,7.0,10.0,CM,81.0,€35.9M,72.0
237183, M. Rojas,24,https://cdn.sofifa.com/players/237/183/20_60.png,Paraguay,https://cdn.sofifa.com/flags/py.png,78,84,Racing Club,https://cdn.sofifa.com/teams/101085/light_30.png,€14M,€19K,2089,Left,1.0,3.0,4.0,High/ Medium,Normal (185+),Yes,"<span class=""pos pos15"">LCM",16.0,nan,nan,nan,6'1,172lbs,69.0,76.0,64.0,79.0,66.0,82.0,85.0,84.0,74.0,81.0,73.0,84.0,77.0,74.0,66.0,85.0,65.0,79.0,68.0,83.0,64.0,69.0,76.0,75.0,66.0,79.0,nan,62.0,58.0,8.0,6.0,12.0,8.0,11.0,CAM,80.0,€22.4M,60.0
